transaction_id,transaction_date,amount,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly,amount_noisy,dow
TXN0000056,2024-04-04,4390.51,INR,OFFICE DEPOT chgs,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0,7233.486798498122,3
TXN0000057,2024-04-04,9451.72,INR,Adobe,Adobe,True,exempt,true,Software,0,15023.315909131885,3
TXN0000058,2024-04-04,2638.66,INR,debit txn,Dominos,True,12%,false,Meals,0,4935.186091207539,3
TXN0000059,2024-04-04,3702.68,INR,pymt processed,Ikea,True,exempt,true,Office Supplies,0,6613.298780826102,3
TXN0000060,2024-04-04,7664.31,INR,*card ikea bill/2404/060 subs - office supplies exp,IKEA,True,12%,TRUE,Office Supplies,0,12627.354003014523,3
TXN0000061,2024-04-04,7775.13,INR,-,Uber,True,12%,unknown,Travel,0,8155.098020743452,3
TXN0000062,2024-04-05,107840.91,INR,pymt processed,WEWORK,True,18%,TRUE,Rent,0,970937.6515452064,4
TXN0000063,2024-04-05,193030.77,INR,!NEFT WEWORK INDIA PVT LTD TAXINV/2404/063 - exp,WEWORK INDIA PVT LTD,True,5%,false,Rent,0,853402.4072598441,4
TXN0000064,2024-04-05,11218.4,INR,*neft ikea india pvtgltd rcpt/2409/161tfy24 - exp,AIRTEL,True,5%,false,Utilities,0,31008.129720389003,4
TXN0000065,2024-04-05,15864.68,INR,pymt processed,Jiofiber,True,12%,false,Utilities,0,138648.0971509874,4
TXN0000066,2024-04-05,16300.56,INR,IMPS KSEB INV/2404/066 ADV - exp / ref 3871,KSEB,True,18%,TRUE,Utilities,0,131089.0655817057,4
TXN0000067,2024-04-05,12998.94,INR,#UPI JIOFIBER INV/2404/067 FY25 - utilities exp,JIOFIBER,True,18%,TRUE,Utilities,0,79118.70271957546,4
TXN0000068,2024-04-05,6117.18,INR,ZOMATO Pvt Ltd chgs,ADOBE,True,5%,unknown,Software,0,26972.281461670973,4
TXN0000069,2024-04-05,2373.34,INR,upi kfc pvt ltd taxinv/2404/069 q2 - exp ref 6802,KFC Pvt Ltd,True,5%,FALSE,Meals,0,5842.267464412313,4
TXN0000070,2024-04-05,4454.17,INR,-imps ikea taxniv/2404/070 gst - exp,IKEA,True,12%,TRUE,Office Supplies,0,18020.93179905088,4
TXN0000071,2024-04-05,24048.61,INR,bill paid,WIPRO,True,5%,false,IT Services,0,205449.95031316555,4
TXN0000072,2024-04-05,3531.59,INR,imps kfc taxanv/2404/072 adv - exp,Kfc,True,18%,true,Meals,0,17913.548957946125,4
TXN0000073,2024-04-05,121548.99,INR,bill paid,Wework,True,12%,unknown,Rent,0,735802.4428071316,4
TXN0000074,2024-04-05,3665.41,INR,RTGS SWIGGY Pvt Ltd TAXINV/2404/074 TDS - exp* ref 7576,SWIGGY Pvt Ltd,True,28%,unknown,Meals,0,20827.971090106395,4
TXN0000075,2024-04-06,2827.46,INR,na,GOVT FEES Pvt Ltd,False,5%,true,Exempt Services,0,3138.4176013924284,5
TXN0000076,2024-04-06,10496.31,INR,service fees,AIRTEL,True,18%,TRUE,IT Services,0,36737.46577728397,5
TXN0000077,2024-04-06,26117.49,INR,-AUTO-DEBIT Wipro TAXINV/2404/077 FY24 - exp# rfe 474,Wipro,True,5%,true,IT Services,0,104369.20798327273,5
TXN0000078,2024-04-06,8871.59,INR,service fees,BESCOM,True,18%,TRUE,Utilities,0,29473.397716873944,5
TXN0000079,2024-04-06,6271.78,INR,,Ola,True,5%,FALSE,Travel,0,11311.992463374849,5
TXN0000080,2024-04-06,33335.96,INR,-RTGS HC LINV/2404/080 FY25 - exp,HCL,True,5%,true,IT Services,0,54985.16563736962,5
TXN0000081,2024-04-06,19224.04,INR,NEF HCL PvtLtd BILL/2409/201 ADV - exp,JIOFIBER INDIA PVT LTD,True,5%,unknown,Utilities,0,52857.8230125431,5
TXN0000082,2024-04-06,58349.0,INR,/ IMPS AWFIS INDIA PVT LTD RCPT/2404/082 ADV - exp,AWFIS INDIA PVT LTD,True,18%,TRUE,Rent,0,188808.54263190957,5
TXN0000083,2024-04-06,36769.9,INR,service fees,WIPRO,True,18%,TRUE,IT Services,0,196411.39154359937,5
TXN0000084,2024-04-06,24259.24,INR,neft bescom rcpt/244/084 q1 - exp,Bescom,True,12%,true,Utilities,0,126997.00578488491,5
TXN0000085,2024-04-06,3837.74,INR,*nmft rapido inv/2404/805 fy25 - travel exp,Rapido,True,28%,unknown,Travel,0,10295.165472833733,5
TXN0000086,2024-04-06,8944.03,INR,*upi simplilearn taxinv/2407/401 tds - training exp# ref 6254,JIOFIBER,True,18%,TRUE,Utilities,0,22281.536836797946,5
TXN0000087,2024-04-06,10575.53,INR,1MPS Figma TAXINV/2404r087 Q2 - exp* ref 696I,Figma,True,5%,true,Software,0,35373.306782656866,5
TXN0000088,2024-04-06,110570.32,INR,pymt processed,AWFIS,True,18%,TRUE,Rent,0,309590.05395600386,5
TXN0000089,2024-04-06,25585.09,INR,UPI yPG.rad RCjT/2404/089 Q2 - exp# ref 7070,UPG.rad,True,5%,unknown,Training,1,179707.37617952362,5
TXN0000090,2024-04-06,12571.6,INR,!card canva tacinv/2406/188 1 - exp ref 5410,JIOFIBER INDIA PVT LTD,True,5%,true,Utilities,0,59319.969228397065,5
TXN0000091,2024-04-06,15170.73,INR,online payment,JIOFIBER INDIA PVT LTD,True,5%,unknown,Utilities,0,35889.905113641704,5
TXN0000092,2024-04-06,3689.99,INR,monthly charges,OFF.ice depot,True,exempt,false,Office Supplies,0,11350.924432486,5
TXN0000093,2024-04-06,60770.42,INR,neft techm inv/2404/093 gst - it services exp,Techm,True,5%,false,IT Services,0,189018.6562259351,5
TXN0000094,2024-04-06,28370.92,INR,*rtgs wpro india pt ltd bill/2404/094 fy25 - exp,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0,93615.29557896404,5
TXN0000095,2024-04-06,43206.66,INR,monthly charges,WIPRO,True,18%,TRUE,IT Services,0,174464.66100581156,5
TXN0000096,2024-04-06,77182.46,INR,RTGS IND.iqube INV/2404/096 Q1 - exp,IND.iqube,True,18%,TRUE,Rent,0,460816.98614772386,5
TXN0000097,2024-04-06,1632.99,INR,debit txn,KFC,True,5%,FALSE,Meals,0,2625.2383433998734,5
TXN0000098,2024-04-07,13218.4,INR,-,AIR.tel,True,28%,unknown,Utilities,0,40537.75562901025,6
TXN0000099,2024-04-07,2238.6,INR,monthly charges,Zomato,True,12%,true,Meals,0,7349.876028937234,6
TXN0000100,2024-04-07,6991.04,INR,aut-debit rpa.ido inv/2404/100 fy24 - exp,RAP.ido,True,5%,FALSE,Travel,0,18740.980768417507,6
TXN0000101,2024-04-07,4874.47,INR,/ CARD RAPIDO INDIA PVT LTD INV/2404/101 TDS - exp,RAPIDO INDIA PVT LTD,True,18%,true,Travel,0,21931.733830041012,6
TXN0000102,2024-04-07,7618.89,INR,monthly charges,JIOFIBER,True,18%,TRUE,Utilities,0,7153.591861610313,6
TXN0000103,2024-04-07,13855.84,INR,Airtel,Airtel,True,exempt,false,IT Services,0,41763.84871783736,6
TXN0000104,2024-04-07,3076.87,INR,-,OFFICE DEPOT,True,18%,true,Office Supplies,0,24040.32170829422,6
TXN0000105,2024-04-07,92368.79,INR,WEWORK chgs,WEWORK,True,exempt,true,Rent,0,388388.2036646765,6
TXN0000106,2024-04-07,2549.32,INR,FIGMA,ZOMATO Pvt Ltd,True,12%,unknown,Office Supplies,0,10268.691584677039,6
TXN0000107,2024-04-07,24817.23,INR,WIP.ro,WIP.ro,True,12%,true,IT Services,0,108649.11576090574,6
TXN0000108,2024-04-07,15524.87,INR,CARD BESCOM TAXINV/2404/108 Q2 - exp,BESCOM,True,18%,TRUE,Utilities,0,31677.948951214195,6
TXN0000109,2024-04-07,31353.71,INR,CARD TEC.hm TAXINV/2404/109 FY25 - exp- ref 8706,TEC.hm,True,exempt,false,IT Services,0,76748.72029093659,6
TXN0000110,2024-04-07,7017.05,INR,AUTO-DEBIT CANVA Pvt Ltd INV/2404/110 FY24 - exp,CANVA Pvt Ltd,True,18%,TRUE,Software,0,14430.951658438904,6
TXN0000111,2024-04-07,5332.14,INR,AUTO-DEBITA IR.tel INV/2405/434 Q - exp,IKEA INDIA PVT LTD,True,12%,TRUE,Office Supplies,0,14199.163635249502,6
TXN0000112,2024-04-07,10439.01,INR,/ imp dom.inos billj2501/168 q2 - exp* ref 9049,AIRTEL,True,18%,TRUE,Utilities,0,36319.15208291137,6
TXN0000113,2024-04-07,20780.21,INR,CARD WIPRO TAXINV/2404/113 ADV - exp,WIPRO,True,18%,TRUE,IT Services,0,48179.58701764208,6
TXN0000114,2024-04-07,9076.3,INR, ,CANVA INDIA PVT LTD,True,12%,unknown,Software,0,20871.566083084996,6
TXN0000115,2024-04-07,23322.51,INR,CARD IKEA INDIA PVT LTD BILL/2404/111 GST - exp,COURSERA Pvt Ltd,True,12%,unknown,Training,0,139479.65530567864,6
TXN0000116,2024-04-07,4798.99,INR,auto debit,INDIGO INDIA PVT LTD,True,exempt,true,Travel,0,19922.76823204797,6
TXN0000117,2024-04-07,11893.3,INR,monthly charges,KSEB Pvt Ltd,True,5%,false,Utilities,0,32754.92666535417,6
TXN0000118,2024-04-08,74973.55,INR,!IMPS MICROSOFT Ptv Ltd BILL/2407/506 Q2 - softwaree xp,INDIQUBE INDIA PVT LTD,True,18%,TRUE,Rent,0,68741.83707991925,0
TXN0000119,2024-04-08,5418.14,INR,debit txn,KFC,True,12%,unknown,Meals,0,8072.231242661917,0
TXN0000120,2024-04-08,39864.18,INR,monthly charges,TCS,True,18%,TRUE,Training,0,19682.48279890787,0
TXN0000121,2024-04-08,9351.03,INR,/ CARD Canva RCPT/2404/121 RENT - exp,Canva,True,exempt,true,Software,0,8706.309177689245,0
TXN0000122,2024-04-08,3820.01,INR,NEFT ZOMATO RCPT/2404122 FY25 - exp,ZOMATO,True,exempt,FALSE,Office Supplies,1,3292.7454114586785,0
TXN0000123,2024-04-08,41453.33,INR,#rtgs wipro pvt ltd inv/2405/765 fy24 - exp- ref 2937,HCL INDIA PVT LTD,True,18%,TRUE,IT Services,0,42704.67507227388,0
TXN0000124,2024-04-08,80702.39,INR,IMPS AWFIS Pvt Ltd TAXNIV/2404/12q GST - exp,AWFIS Pvt Ltd,True,18%,TRUE,Rent,0,95798.08713558364,0
TXN0000125,2024-04-08,2786.24,INR,monthly charges,Dominos,True,12%,unknown,Meals,0,3906.7897806854407,0
TXN0000126,2024-04-08,10921.61,INR,CAN.va,CAN.va,True,28%,false,Software,0,10183.766801277216,0
TXN0000127,2024-04-08,3914.49,INR,RGS RAPIDO RCPT/2404/127 FY25 - exp / ref 2249,RAPIDO,True,28%,false,Travel,0,4709.465503195241,0
TXN0000128,2024-04-08,3273.11,INR,CARD Techm BILL/2410/734 Q1 - exp- ref 2359,Dominos,True,5%,FALSE,Meals,0,3682.036116389912,0
TXN0000129,2024-04-08,12949.74,INR,nefo airtel taxinv/2404/129 fy25 - exp* ref 9401,AIRTEL,True,18%,TRUE,IT Services,0,14485.40854428559,0
TXN0000130,2024-04-08,16153.15,INR,auto debit,KSEB INDIA PVT LTD,True,exempt,false,Utilities,0,13875.86303636579,0
TXN0000131,2024-04-09,3068.55,INR,#NEFT KFC RCPT/2404/131 GST - exp,KFC,True,5%,FALSE,Meals,0,2303.4673017469277,1
TXN0000132,2024-04-09,9719.94,INR,/ upi canva inv2409/233 fy25 - exp,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0,7046.851736978396,1
TXN0000133,2024-04-09,12704.75,INR,auto debit,KSEB Pvt Ltd,True,5%,true,Utilities,0,10302.163590971622,1
TXN0000134,2024-04-09,3438.16,INR,pTGS RCPT/2404/134 TDS - exR,Stamp Duty,False,exempt,FALSE,Exempt Services,0,3714.662479420056,1
TXN0000135,2024-04-09,101821.55,INR,AWF.is,AWF.is,True,18%,TRUE,Rent,0,121191.81166997147,1
TXN0000136,2024-04-09,3906.68,INR,-,MICROSOFT,True,18%,TRUE,Software,0,4222.602319636393,1
TXN0000137,2024-04-09,5944.44,INR,debit txn,INDIGO Pvt Ltd,True,5%,FALSE,Travel,0,5128.632341992547,1
TXN0000138,2024-04-09,10294.98,INR,-,Bescom,True,exempt,true,Utilities,0,14943.086540588158,1
TXN0000139,2024-04-09,5155.76,INR,OLA,OLA,True,exempt,true,Travel,0,7113.486656923637,1
TXN0000140,2024-04-09,40743.84,INR,-AUTO-DEBIT TECHM RCPT/2404/140 ADV - exp,TECHM,True,18%,TRUE,IT Services,0,37138.00901153124,1
TXN0000141,2024-04-09,10576.06,INR,AUTO-DEBIT JIOFIBER INDIA PVT LTD INV/2404/141 GST - exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0,8398.89501110281,1
TXN0000142,2024-04-09,4588.98,INR,NEFT RAPIDO TAXINV/2404/142 TDS - exp,RAPIDO,True,5%,FALSE,Travel,0,4738.3684550829585,1
TXN0000143,2024-04-09,9111.89,INR,monthly charges,Kseb,True,18%,TRUE,Utilities,0,11998.761462721077,1
TXN0000144,2024-04-09,3361.41,INR,bill paid,Govt Fees,False,exempt,FALSE,Exempt Services,0,3641.04988054794,1
TXN0000145,2024-04-10,36499.54,INR,-rtgs tec.hm inv/2404/145 subs - exp,TEC.hm,True,18%,TRUE,IT Services,0,54051.37780796402,2
TXN0000146,2024-04-10,31741.89,INR,debit txn,WIPRO INDIA PVT LTD,True,5%,false,IT Services,0,39076.61422845067,2
TXN0000147,2024-04-10,6013.92,INR,INDIGO chgs,INDIGO,True,18%,unknown,Travel,0,8709.888415174244,2
TXN0000148,2024-04-10,25558.36,INR,service fees,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0,46055.57551605351,2
TXN0000149,2024-04-10,5608.74,INR,bill paid,STAPLES Pvt Ltd,True,12%,TRUE,Office Supplies,0,6854.484038536779,2
TXN0000150,2024-04-10,12228.84,INR,bill paid,JIOFIBER,True,18%,TRUE,Utilities,0,16467.05038277051,2
TXN0000151,2024-04-10,25424.5,INR,*card office depot inv/2501/927 fy25 - exp,HCL,True,18%,TRUE,IT Services,0,35149.1260276117,2
TXN0000152,2024-04-10,5590.78,INR,/ AUTO-DEBIT STAPLES INDIA PVT eTD RCPT/2404/152 AD V- exp,STAPLES INDIA PVT LTD,True,5%,true,Office Supplies,0,7783.543964474719,2
TXN0000153,2024-04-10,22607.3,INR,card ra pvt ltd taxinv/2404/153 tds - exp,COURSERA Pvt Ltd,True,12%,true,Training,0,19015.816498898355,2
TXN0000154,2024-04-10,4559.74,INR,CARD OLA INDIA PVT LTD RCPT/2404/154 Q2 - exp,OLA INDIA PVT LTD,True,5%,FALSE,Travel,0,3146.3012473963095,2
TXN0000155,2024-04-10,86315.43,INR,debit txn,INDIQUBE,True,18%,TRUE,Rent,0,83606.17008305281,2
TXN0000156,2024-04-10,7505.03,INR,auto debit,Adobe,True,18%,TRUE,Software,0,10166.172888708974,2
TXN0000157,2024-04-10,5261.55,INR,Staples,Staples,True,12%,TRUE,Office Supplies,0,7787.111120826114,2
TXN0000158,2024-04-11,4770.22,INR,auto debit,Staples,True,12%,TRUE,Office Supplies,0,5378.5698204799155,3
TXN0000159,2024-04-11,87560.78,INR,RTG SWEW.ork RCPT/2404/159 ADV - exp,WEW.ork,True,exempt,false,Rent,0,153021.97932472685,3
TXN0000160,2024-04-11,5334.09,INR,upi rapido bill/2404/160 rent - travel exp,RAPIDO,True,5%,FALSE,Travel,0,6686.11010180959,3
TXN0000161,2024-04-11,4152.7,INR,auto debit,OLA Pvt Ltd,True,exempt,unknown,Travel,0,5425.929029907401,3
TXN0000162,2024-04-11,4661.06,INR,auto-debit staples pvt ltd taxinv/2404/62 2 - exp,STAPLES Pvt Ltd,True,exempt,false,Office Supplies,0,5765.552897494588,3
TXN0000163,2024-04-11,12692.4,INR,BES.com chgs,BES.com,True,18%,TRUE,Utilities,0,17052.984540883775,3
TXN0000164,2024-04-11,2216.92,INR,-IMPS Dominos TAXINV/24041/64 Q1 - exp,Dominos,True,5%,FALSE,Meals,0,3389.5688658743425,3
TXN0000165,2024-04-11,125462.83,INR,debit txn,WEW.ork,True,12%,true,Rent,0,190243.97733890588,3
TXN0000166,2024-04-11,2856.46,INR,pymt processed,GOVT FEES Pvt Ltd,False,18%,false,Exempt Services,0,2879.3475122965574,3
TXN0000167,2024-04-11,4211.84,INR,CARD AIRTEL INDIA VT LT DBILL/2407/557 RENT - exp,FIGMA INDIA PVT LTD,True,18%,TRUE,Software,0,7561.05611310508,3
TXN0000168,2024-04-11,5642.68,INR,debit txn,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0,5327.346735492041,3
TXN0000169,2024-04-12,43328.87,INR,-imps inf.y inv/2404/169 subs - exp / ref 8542,INF.y,True,exempt,false,IT Services,0,44187.07424850508,4
TXN0000170,2024-04-12,32281.43,INR,pymt processed,TECHM Pvt Ltd,True,18%,TRUE,IT Services,0,30066.95155489958,4
TXN0000171,2024-04-12,6228.12,INR,auto-debit microsoft inv/2404/171 q1 - exp,Microsoft,True,12%,true,Software,0,4594.808488664796,4
TXN0000172,2024-04-12,30545.66,INR,monthly charges,WIPRO Pvt Ltd,True,18%,TRUE,IT Services,0,29972.008015187814,4
TXN0000173,2024-04-12,76576.96,INR,upi awfis idnia pvt ltd inv/2404/173 subs - ep,AWFIS INDIA PVT LTD,True,18%,TRUE,Rent,0,62394.64332878474,4
TXN0000174,2024-04-12,3912.89,INR,debit txn,IND.igo,True,28%,unknown,Travel,0,3984.209505785608,4
TXN0000175,2024-04-12,4778.75,INR,bill paid,OFFICE DEPOT,True,28%,unknown,Office Supplies,0,5260.311759294263,4
TXN0000176,2024-04-12,5875.1,INR,-,OFFICE DEPOT INDIA PVT LTD,True,12%,TRUE,Office Supplies,0,8037.0330589137175,4
TXN0000177,2024-04-12,30882.31,INR,debit txn,TECHM Pvt Ltd,True,12%,unknown,IT Services,0,33255.4936821899,4
TXN0000178,2024-04-13,30731.04,INR,service fees,WIPRO,True,exempt,false,IT Services,0,15621.085442711823,5
TXN0000179,2024-04-13,2815.27,INR,#CARD DOMINOS Pt td RCPT/2404/179 Q1 - exp* ref 5568,DOMINOS Pvt Ltd,True,5%,FALSE,Meals,0,1523.7846743213142,5
TXN0000180,2024-04-13,29253.02,INR,*upi tcs rcpt/2404/180 gst - exp,Tcs,True,28%,false,IT Services,0,18166.029350659715,5
TXN0000181,2024-04-13,3392.95,INR,/ AUTO-DEIT DOMINOS INDyA PVT LTD INV/2404/w81 Q1 - exp / ref 7586,DOMINOS INDIA PVT LTD,True,12%,false,Meals,0,2083.3361881985406,5
TXN0000182,2024-04-13,15120.62,INR,card cou.rsea bill/2404/182 fy25 - exp,COU.rsera,True,28%,true,Training,0,12382.856202144003,5
TXN0000183,2024-04-13,27297.37,INR,monthly charges,TCS,True,18%,TRUE,IT Services,0,22091.841780623938,5
TXN0000184,2024-04-13,17223.92,INR,hUTO-DEBI BES.com TAXINV/2404/184 GST - exp! ref 7398,BES.com,True,12%,true,Utilities,0,9407.009448191608,5
TXN0000185,2024-04-13,76948.38,INR,bill paid,INDIQUBE,True,exempt,unknown,Rent,0,39836.45955544795,5
TXN0000186,2024-04-13,20842.66,INR,HCL INDIA PVT LTD chgs,HCL INDIA PVT LTD,True,exempt,true,IT Services,0,4511.223042896851,5
