transaction_id,transaction_date,amount,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly
TXN0000067,05-04-2024,12998.94,INR,#UPI JIOFIBER INV/2404/067 FY25 - utilities exp,JIOFIBER,TRUE,18%,TRUE,Utilities,0
TXN0000068,05-04-2024,6117.18,INR,#rtgs adobe bill/2404/068 rent - software exp,ADOBE,TRUE,18%,TRUE,Software,0
TXN0000069,05-04-2024,2373.34,INR,upi kfc pvt ltd taxinv/2404/069 q2 - meals exp  ref 6802,KFC Pvt Ltd,TRUE,5%,FALSE,Meals,0
TXN0000070,05-04-2024,4454.17,INR,-imps ikea taxinv/2404/070 gst - office supplies exp,IKEA,TRUE,12%,TRUE,Office Supplies,0
TXN0000071,05-04-2024,24048.61,INR,-IMPS WIPRO TAXINV/2404/071 ADV - it services exp* ref 6538,WIPRO,TRUE,18%,TRUE,IT Services,0
TXN0000072,05-04-2024,3531.59,INR,imps kfc taxinv/2404/072 adv - meals exp,Kfc,TRUE,5%,FALSE,Meals,0
TXN0000073,05-04-2024,121548.99,INR,RTGS Wework INV/2404/073 SUBS - rent exp! ref 1684,Wework,TRUE,18%,TRUE,Rent,0
TXN0000074,05-04-2024,3665.41,INR,RTGS SWIGGY Pvt Ltd TAXINV/2404/074 TDS - meals exp* ref 7576,SWIGGY Pvt Ltd,TRUE,5%,FALSE,Meals,0
TXN0000075,06-04-2024,2827.46,INR, / UPI GOVT FEES Pvt Ltd RCPT/2404/075 RENT - exempt services exp,GOVT FEES Pvt Ltd,FALSE,exempt,FALSE,Exempt Services,0
TXN0000076,06-04-2024,10496.31,INR,*UPI AIRTEL BILL/2404/076 RENT - utilities exp,AIRTEL,TRUE,18%,TRUE,Utilities,0
TXN0000077,06-04-2024,26117.49,INR,-AUTO-DEBIT Wipro TAXINV/2404/077 FY24 - it services exp# ref 4774,Wipro,TRUE,18%,TRUE,IT Services,0
TXN0000078,06-04-2024,8871.59,INR,UPI BESCOM BILL/2404/078 Q2 - utilities exp,BESCOM,TRUE,18%,TRUE,Utilities,0
TXN0000079,06-04-2024,6271.78,INR,*UPI Ola INV/2404/079 Q2 - travel exp,Ola,TRUE,5%,FALSE,Travel,0
TXN0000080,06-04-2024,33335.96,INR,-RTGS HCL INV/2404/080 FY25 - it services exp,HCL,TRUE,18%,TRUE,IT Services,0
TXN0000081,06-04-2024,19224.04,INR,rtgs jiofiber india pvt ltd inv/2404/081 fy25 - utilities exp,JIOFIBER INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0
TXN0000082,06-04-2024,58349,INR, / IMPS AWFIS INDIA PVT LTD RCPT/2404/082 ADV - rent exp,AWFIS INDIA PVT LTD,TRUE,18%,TRUE,Rent,0
TXN0000083,06-04-2024,36769.9,INR,*UPI WIPRO TAXINV/2404/083 FY24 - it services exp,WIPRO,TRUE,18%,TRUE,IT Services,0
TXN0000084,06-04-2024,24259.24,INR, neft bescom rcpt/2404/084 q1 - utilities exp,Bescom,TRUE,18%,TRUE,Utilities,0
TXN0000085,06-04-2024,3837.74,INR,*neft rapido inv/2404/085 fy25 - travel exp,Rapido,TRUE,5%,FALSE,Travel,0
TXN0000086,06-04-2024,8944.03,INR,UPI JIOFIBER TAXINV/2404/086 Q1 - utilities exp,JIOFIBER,TRUE,18%,TRUE,Utilities,0
TXN0000087,06-04-2024,10575.53,INR,IMPS Figma TAXINV/2404/087 Q2 - software exp* ref 6961,Figma,TRUE,18%,TRUE,Software,0
TXN0000088,06-04-2024,110570.32,INR,*AUTO-DEBIT AWFIS BILL/2404/088 GST - rent exp /  ref 1947,AWFIS,TRUE,18%,TRUE,Rent,0
TXN0000089,06-04-2024,25585.09,INR,UPI UPG.rad RCPT/2404/089 Q2 - training exp# ref 7070,UPG.rad,TRUE,5%,unknown,Training,1
TXN0000090,06-04-2024,12571.6,INR,RTGS JIOFIBER INDIA PVT LTD RCPT/2404/090 Q1 - utilities exp,JIOFIBER INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0
TXN0000091,06-04-2024,15170.73,INR,!neft jiofiber india pvt ltd rcpt/2404/091 q1 - utilities exp,JIOFIBER INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0
TXN0000092,06-04-2024,3689.99,INR,auto-debit off.ice depot bill/2404/092 fy24 - office supplies exp,OFF.ice depot,TRUE,12%,TRUE,Office Supplies,0
TXN0000093,06-04-2024,60770.42,INR,neft techm inv/2404/093 gst - it services exp,Techm,TRUE,18%,TRUE,IT Services,0
TXN0000094,06-04-2024,28370.92,INR,*rtgs wipro india pvt ltd bill/2404/094 fy25 - it services exp,WIPRO INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0
TXN0000095,06-04-2024,43206.66,INR,-neft wipro bill/2404/095 q1 - it services exp# ref 2398,WIPRO,TRUE,18%,TRUE,IT Services,0
TXN0000096,06-04-2024,77182.46,INR,RTGS IND.iqube INV/2404/096 Q1 - rent exp,IND.iqube,TRUE,18%,TRUE,Rent,0
TXN0000097,06-04-2024,1632.99,INR, / imps kfc taxinv/2404/097 gst - meals exp,KFC,TRUE,5%,FALSE,Meals,0
TXN0000098,07-04-2024,13218.4,INR,-IMPS AIR.tel INV/2404/098 Q2 - utilities exp,AIR.tel,TRUE,18%,TRUE,Utilities,0
TXN0000099,07-04-2024,2238.6,INR,imps zomato inv/2404/099 q2 - meals exp,Zomato,TRUE,5%,FALSE,Meals,0
TXN0000100,07-04-2024,6991.04,INR,auto-debit rap.ido inv/2404/100 fy24 - travel exp,RAP.ido,TRUE,5%,FALSE,Travel,0
TXN0000101,07-04-2024,4874.47,INR, / CARD RAPIDO INDIA PVT LTD INV/2404/101 TDS - travel exp,RAPIDO INDIA PVT LTD,TRUE,5%,FALSE,Travel,0
TXN0000102,07-04-2024,7618.89,INR,*AUTO-DEBIT JIOFIBER INV/2404/102 FY24 - utilities exp* ref 6886,JIOFIBER,TRUE,18%,TRUE,Utilities,0
TXN0000103,07-04-2024,13855.84,INR, NEFT Airtel TAXINV/2404/103 RENT - utilities exp,Airtel,TRUE,18%,TRUE,Utilities,0
TXN0000104,07-04-2024,3076.87,INR,*CARD OFFICE DEPOT TAXINV/2404/104 RENT - office supplies exp! ref 5890,OFFICE DEPOT,TRUE,12%,TRUE,Office Supplies,0
TXN0000105,07-04-2024,92368.79,INR,#NEFT WEWORK BILL/2404/105 SUBS - rent exp# ref 8050,WEWORK,TRUE,18%,TRUE,Rent,0
TXN0000106,07-04-2024,2549.32,INR,AUTO-DEBIT ZOMATO Pvt Ltd INV/2404/106 TDS - meals exp,ZOMATO Pvt Ltd,TRUE,5%,FALSE,Meals,0
TXN0000107,07-04-2024,24817.23,INR, auto-debit wip.ro rcpt/2404/107 tds - it services exp,WIP.ro,TRUE,18%,TRUE,IT Services,0
TXN0000108,07-04-2024,15524.87,INR,CARD BESCOM TAXINV/2404/108 Q2 - utilities exp,BESCOM,TRUE,18%,TRUE,Utilities,0
TXN0000109,07-04-2024,31353.71,INR,CARD TEC.hm TAXINV/2404/109 FY25 - it services exp- ref 8706,TEC.hm,TRUE,18%,TRUE,IT Services,0
TXN0000110,07-04-2024,7017.05,INR,AUTO-DEBIT CANVA Pvt Ltd INV/2404/110 FY24 - software exp,CANVA Pvt Ltd,TRUE,18%,TRUE,Software,0
TXN0000111,07-04-2024,5332.14,INR, CARD IKEA INDIA PVT LTD BILL/2404/111 GST - office supplies exp,IKEA INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0
TXN0000112,07-04-2024,10439.01,INR,auto-debit airtel rcpt/2404/112 q1 - utilities exp,AIRTEL,TRUE,18%,TRUE,Utilities,0
TXN0000113,07-04-2024,20780.21,INR,CARD WIPRO TAXINV/2404/113 ADV - it services exp,WIPRO,TRUE,18%,TRUE,IT Services,0
TXN0000114,07-04-2024,9076.3,INR,AUTO-DEBIT CANVA INDIA PVT LTD BILL/2404/114 Q1 - software exp,CANVA INDIA PVT LTD,TRUE,18%,TRUE,Software,0
TXN0000115,07-04-2024,23322.51,INR,#RTGS COURSERA Pvt Ltd TAXINV/2404/115 FY24 - training exp! ref 5374,COURSERA Pvt Ltd,TRUE,18%,unknown,Training,0
TXN0000116,07-04-2024,4798.99,INR, upi indigo india pvt ltd taxinv/2404/116 q2 - travel exp,INDIGO INDIA PVT LTD,TRUE,5%,FALSE,Travel,0
TXN0000117,07-04-2024,11893.3,INR, auto-debit kseb pvt ltd taxinv/2404/117 q2 - utilities exp- ref 4957,KSEB Pvt Ltd,TRUE,18%,TRUE,Utilities,0
TXN0000118,08-04-2024,74973.55,INR,#NEFT INDIQUBE INDIA PVT LTD INV/2404/118 Q1 - rent exp /  ref 3403,INDIQUBE INDIA PVT LTD,TRUE,18%,TRUE,Rent,0
TXN0000119,08-04-2024,5418.14,INR,NEFT KFC RCPT/2404/119 FY24 - meals exp,KFC,TRUE,5%,FALSE,Meals,0
TXN0000120,08-04-2024,39864.18,INR,CARD TCS RCPT/2404/120 GST - it services exp,TCS,TRUE,18%,TRUE,IT Services,0
TXN0000121,08-04-2024,9351.03,INR, / CARD Canva RCPT/2404/121 RENT - software exp,Canva,TRUE,18%,TRUE,Software,0
TXN0000122,08-04-2024,3820.01,INR,NEFT ZOMATO RCPT/2404/122 FY25 - meals exp,ZOMATO,TRUE,exempt,FALSE,Meals,1
TXN0000123,08-04-2024,41453.33,INR,#upi hcl india pvt ltd inv/2404/123 fy25 - it services exp* ref 7180,HCL INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0
TXN0000124,08-04-2024,80702.39,INR,IMPS AWFIS Pvt Ltd TAXINV/2404/124 GST - rent exp,AWFIS Pvt Ltd,TRUE,18%,TRUE,Rent,0
TXN0000125,08-04-2024,2786.24,INR,CARD Dominos INV/2404/125 Q1 - meals exp,Dominos,TRUE,5%,FALSE,Meals,0
TXN0000126,08-04-2024,10921.61,INR,IMPS CAN.va RCPT/2404/126 TDS - software exp,CAN.va,TRUE,18%,TRUE,Software,0
TXN0000127,08-04-2024,3914.49,INR,RTGS RAPIDO RCPT/2404/127 FY25 - travel exp /  ref 2249,RAPIDO,TRUE,5%,FALSE,Travel,0
TXN0000128,08-04-2024,3273.11,INR,*rtgs dominos inv/2404/128 rent - meals exp,Dominos,TRUE,5%,FALSE,Meals,0
TXN0000129,08-04-2024,12949.74,INR, neft airtel taxinv/2404/129 fy25 - utilities exp* ref 4901,AIRTEL,TRUE,18%,TRUE,Utilities,0
TXN0000130,08-04-2024,16153.15,INR,neft kseb india pvt ltd inv/2404/130 subs - utilities exp,KSEB INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0
TXN0000131,09-04-2024,3068.55,INR,#NEFT KFC RCPT/2404/131 GST - meals exp,KFC,TRUE,5%,FALSE,Meals,0
TXN0000132,09-04-2024,9719.94,INR,CARD KSEB Pvt Ltd BILL/2404/132 RENT - utilities exp- ref 9976,KSEB Pvt Ltd,TRUE,18%,TRUE,Utilities,0
TXN0000133,09-04-2024,12704.75,INR, / UPI KSEB Pvt Ltd RCPT/2404/133 Q2 - utilities exp  ref 8595,KSEB Pvt Ltd,TRUE,18%,TRUE,Utilities,0
TXN0000134,09-04-2024,3438.16,INR,RTGS Stamp Duty RCPT/2404/134 TDS - exempt services exp,Stamp Duty,FALSE,exempt,FALSE,Exempt Services,0
TXN0000135,09-04-2024,101821.55,INR,IMPS AWF.is INV/2404/135 ADV - rent exp,AWF.is,TRUE,18%,TRUE,Rent,0
TXN0000136,09-04-2024,3906.68,INR,auto-debit microsoft taxinv/2404/136 fy24 - software exp  ref 7526,MICROSOFT,TRUE,18%,TRUE,Software,0
TXN0000137,09-04-2024,5944.44,INR,imps indigo pvt ltd rcpt/2404/137 tds - travel exp,INDIGO Pvt Ltd,TRUE,5%,FALSE,Travel,0
TXN0000138,09-04-2024,10294.98,INR,*NEFT Bescom RCPT/2404/138 FY25 - utilities exp,Bescom,TRUE,18%,TRUE,Utilities,0
TXN0000139,09-04-2024,5155.76,INR,#RTGS OLA BILL/2404/139 TDS - travel exp,OLA,TRUE,5%,FALSE,Travel,0
TXN0000140,09-04-2024,40743.84,INR,-AUTO-DEBIT TECHM RCPT/2404/140 ADV - it services exp,TECHM,TRUE,18%,TRUE,IT Services,0
TXN0000141,09-04-2024,10576.06,INR,AUTO-DEBIT JIOFIBER INDIA PVT LTD INV/2404/141 GST - utilities exp,JIOFIBER INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0
TXN0000142,09-04-2024,4588.98,INR,NEFT RAPIDO TAXINV/2404/142 TDS - travel exp,RAPIDO,TRUE,5%,FALSE,Travel,0
TXN0000143,09-04-2024,9111.89,INR,IMPS Kseb RCPT/2404/143 RENT - utilities exp,Kseb,TRUE,18%,TRUE,Utilities,0
TXN0000144,09-04-2024,3361.41,INR,!CARD Govt Fees INV/2404/144 TDS - exempt services exp,Govt Fees,FALSE,exempt,FALSE,Exempt Services,0
TXN0000145,10-04-2024,36499.54,INR,-rtgs tec.hm inv/2404/145 subs - it services exp,TEC.hm,TRUE,18%,TRUE,IT Services,0
TXN0000146,10-04-2024,31741.89,INR, RTGS WIPRO INDIA PVT LTD RCPT/2404/146 Q1 - it services exp  ref 4110,WIPRO INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0
TXN0000147,10-04-2024,6013.92,INR,card indigo rcpt/2404/147 rent - travel exp,INDIGO,TRUE,5%,FALSE,Travel,0
TXN0000148,10-04-2024,25558.36,INR,-RTGS WIPRO INDIA PVT LTD BILL/2404/148 FY25 - it services exp,WIPRO INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0
TXN0000149,10-04-2024,5608.74,INR,RTGS STAPLES Pvt Ltd RCPT/2404/149 Q2 - office supplies exp,STAPLES Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0
TXN0000150,10-04-2024,12228.84,INR,IMPS JIOFIBER RCPT/2404/150 RENT - utilities exp* ref 7993,JIOFIBER,TRUE,18%,TRUE,Utilities,0
TXN0000151,10-04-2024,25424.5,INR, rtgs hcl bill/2404/151 q1 - it services exp,HCL,TRUE,18%,TRUE,IT Services,0
TXN0000152,10-04-2024,5590.78,INR, / AUTO-DEBIT STAPLES INDIA PVT LTD RCPT/2404/152 ADV - office supplies exp,STAPLES INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0
TXN0000153,10-04-2024,22607.3,INR,card coursera pvt ltd taxinv/2404/153 tds - training exp,COURSERA Pvt Ltd,TRUE,18%,unknown,Training,0
TXN0000154,10-04-2024,4559.74,INR,CARD OLA INDIA PVT LTD RCPT/2404/154 Q2 - travel exp,OLA INDIA PVT LTD,TRUE,5%,FALSE,Travel,0
TXN0000155,10-04-2024,86315.43,INR,!card indiqube bill/2404/155 q2 - rent exp- ref 9916,INDIQUBE,TRUE,18%,TRUE,Rent,0
TXN0000156,10-04-2024,7505.03,INR, RTGS Adobe RCPT/2404/156 FY24 - software exp,Adobe,TRUE,18%,TRUE,Software,0
TXN0000157,10-04-2024,5261.55,INR,*rtgs staples rcpt/2404/157 fy25 - office supplies exp  ref 5468,Staples,TRUE,12%,TRUE,Office Supplies,0
TXN0000158,11-04-2024,4770.22,INR,-AUTO-DEBIT Staples BILL/2404/158 RENT - office supplies exp,Staples,TRUE,12%,TRUE,Office Supplies,0
TXN0000159,11-04-2024,87560.78,INR,RTGS WEW.ork RCPT/2404/159 ADV - rent exp,WEW.ork,TRUE,18%,TRUE,Rent,0
TXN0000160,11-04-2024,5334.09,INR,upi rapido bill/2404/160 rent - travel exp,RAPIDO,TRUE,5%,FALSE,Travel,0
TXN0000161,11-04-2024,4152.7,INR,-UPI OLA Pvt Ltd RCPT/2404/161 ADV - travel exp  ref 9114,OLA Pvt Ltd,TRUE,5%,FALSE,Travel,0
TXN0000162,11-04-2024,4661.06,INR, auto-debit staples pvt ltd taxinv/2404/162 q2 - office supplies exp,STAPLES Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0
TXN0000163,11-04-2024,12692.4,INR, / imps bes.com taxinv/2404/163 adv - utilities exp,BES.com,TRUE,18%,TRUE,Utilities,0
TXN0000164,11-04-2024,2216.92,INR,-IMPS Dominos TAXINV/2404/164 Q1 - meals exp,Dominos,TRUE,5%,FALSE,Meals,0
TXN0000165,11-04-2024,125462.83,INR,neft wew.ork inv/2404/165 fy25 - rent exp,WEW.ork,TRUE,18%,TRUE,Rent,0
TXN0000166,11-04-2024,2856.46,INR,#RTGS GOVT FEES Pvt Ltd RCPT/2404/166 FY24 - exempt services exp# ref 7766,GOVT FEES Pvt Ltd,FALSE,exempt,FALSE,Exempt Services,0
TXN0000167,11-04-2024,4211.84,INR,*IMPS FIGMA INDIA PVT LTD BILL/2404/167 TDS - software exp* ref 2813,FIGMA INDIA PVT LTD,TRUE,18%,TRUE,Software,0
