transaction_id,transaction_date,amount,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly,amount_noisy,dow
TXN0000020,2024-04-01,38966.64,INR,!AUTO-DEBIT INF.y INV/2404/020 ADV - it services exp,INF.y,True,18%,TRUE,IT Services,0,33463.36700994002,0
TXN0000021,2024-04-01,4837.54,INR,rtgs dominos india pvt ltd taxinv/2404/021 fy24 - meals exp,DOMINOS INDIA PVT LTD,True,5%,TRUE,Meals,1,5546.553454560878,0
TXN0000022,2024-04-02,18469.25,INR,AUTO-DEBIT Techm BILL/2404/022 FY25 - it services exp,Techm,True,18%,TRUE,IT Services,0,18052.258106223904,1
TXN0000023,2024-04-02,6402.14,INR,-upi office depot inv/2404/023 tds - office supplies exp,Office Depot,True,12%,TRUE,Office Supplies,0,6445.372502036074,1
TXN0000024,2024-04-02,19586.26,INR,-neft simplilearn pvt ltd inv/2404/024 fy25 - training exp* ref 2379,SIMPLILEARN Pvt Ltd,True,18%,unknown,Training,0,16795.71115902948,1
TXN0000025,2024-04-02,20220.5,INR,neft bescom pvt ltd inv/2404/025 tds - utilities exp- ref 2059,BESCOM Pvt Ltd,True,18%,TRUE,Utilities,0,19119.730911873852,1
TXN0000026,2024-04-02,14498.96,INR,UPI KSEB Pvt Ltd TAXINV/2404/026 FY24 - utilities exp,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0,14659.786219129974,1
TXN0000027,2024-04-02,8642.19,INR,IMPS Ikea INV/2404/027 GST - office supplies exp,Ikea,True,12%,TRUE,Office Supplies,0,7647.479481513675,1
TXN0000028,2024-04-02,6621.61,INR,card ola india pvt ltd bill/2404/028 q2 - travel exp,OLA INDIA PVT LTD,True,5%,FALSE,Travel,0,6870.382575525788,1
TXN0000029,2024-04-02,7740.91,INR,IMPS MICROSOFT INDIA PVT LTD BILL/2404/029 FY25 - software exp /  ref 7825,MICROSOFT INDIA PVT LTD,True,18%,TRUE,Software,0,7275.960995882062,1
TXN0000030,2024-04-02,3950.29,INR,UPI OFFICE DEPOT Pvt Ltd BILL/2404/030 ADV - office supplies exp,OFFICE DEPOT Pvt Ltd,True,12%,TRUE,Office Supplies,0,3835.0625097129114,1
TXN0000031,2024-04-02,33992.82,INR, card infy india pvt ltd inv/2404/031 fy25 - it services exp! ref 9694,INFY INDIA PVT LTD,True,18%,TRUE,IT Services,0,31947.44954376763,1
TXN0000032,2024-04-02,5830.77,INR,neft staples bill/2404/032 q1 - office supplies exp,STAPLES,True,12%,TRUE,Office Supplies,0,6910.790806988918,1
TXN0000033,2024-04-02,3930.8,INR,-auto-debit govt fees bill/2404/033 fy24 - exempt services exp,GOVT FEES,False,exempt,FALSE,Exempt Services,0,3925.494510900013,1
TXN0000034,2024-04-02,29991.94,INR,!imps infy inv/2404/034 subs - it services exp! ref 6894,INFY,True,18%,TRUE,IT Services,0,26819.659728141036,1
TXN0000035,2024-04-02,112591.94,INR,rtgs awfis pvt ltd rcpt/2404/035 q2 - rent exp* ref 9668,AWFIS Pvt Ltd,True,18%,TRUE,Rent,0,121853.13273908275,1
TXN0000036,2024-04-03,2219.38,INR,NEFT DOMINOS BILL/2404/036 GST - meals exp,DOMINOS,True,12%,FALSE,Meals,1,1948.4284020127316,2
TXN0000037,2024-04-03,44506.81,INR,AUTO-DEBIT Wipro INV/2404/037 Q1 - it services exp,Wipro,True,18%,TRUE,IT Services,0,45436.39523387936,2
TXN0000038,2024-04-03,3462.58,INR,AUTO-DEBIT GOVT FEES Pvt Ltd TAXINV/2404/038 Q1 - exempt services exp,GOVT FEES Pvt Ltd,False,exempt,FALSE,Exempt Services,0,2784.028542245637,2
TXN0000039,2024-04-03,6437.96,INR,RTGS Office Depot INV/2404/039 GST - office supplies exp,Office Depot,True,12%,TRUE,Office Supplies,0,5582.8791344633855,2
TXN0000040,2024-04-03,14437.47,INR, / UPI UPG.rad TAXINV/2404/040 FY24 - training exp,UPG.rad,True,18%,unknown,Training,0,14721.68781870234,2
TXN0000041,2024-04-03,9817.83,INR,UPI KSEB Pvt Ltd BILL/2404/041 RENT - utilities exp- ref 2204,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0,10542.843934307635,2
TXN0000042,2024-04-03,29378.31,INR,NEFT INFY INV/2404/042 Q1 - it services exp,INFY,True,18%,TRUE,IT Services,0,29881.761048896613,2
TXN0000043,2024-04-03,31827.96,INR,card sim.plilearn taxinv/2404/043 tds - training exp  ref 1111,SIM.plilearn,True,18%,unknown,Training,0,31459.875109407836,2
TXN0000044,2024-04-03,4910.73,INR,auto-debit swiggy inv/2404/044 subs - meals exp,SWIGGY,True,5%,FALSE,Meals,0,4762.866104895881,2
TXN0000045,2024-04-03,41773.49,INR,*NEFT INF.y BILL/2404/045 Q1 - it services exp,INF.y,True,18%,TRUE,IT Services,0,35597.18764206061,2
TXN0000046,2024-04-03,46271.02,INR,IMPS AWFIS Pvt Ltd BILL/2404/046 Q2 - rent exp# ref 4930,AWFIS Pvt Ltd,True,18%,TRUE,Rent,0,42940.22742364842,2
TXN0000047,2024-04-03,19149.73,INR,imps simplilearn india pvt ltd taxinv/2404/047 fy25 - training exp,SIMPLILEARN INDIA PVT LTD,True,18%,unknown,Training,0,18267.619190858823,2
TXN0000048,2024-04-03,18026.58,INR,#neft hcl bill/2404/048 tds - it services exp,HCL,True,18%,TRUE,IT Services,0,19932.20983807134,2
TXN0000049,2024-04-03,93935.93,INR,-neft wework inv/2404/049 tds - rent exp,WEWORK,True,18%,TRUE,Rent,0,97163.74035956226,2
TXN0000050,2024-04-03,7743.88,INR,AUTO-DEBIT Figma BILL/2404/050 Q2 - software exp! ref 2705,Figma,True,18%,TRUE,Software,0,6378.602860168963,2
TXN0000051,2024-04-03,124916.34,INR,#NEFT INDIQUBE BILL/2404/051 ADV - rent exp! ref 3798,INDIQUBE,True,18%,TRUE,Rent,0,128964.67833094698,2
TXN0000052,2024-04-04,24330.84,INR,!UPI WIPRO Pvt Ltd RCPT/2404/052 RENT - it services exp,WIPRO Pvt Ltd,True,18%,TRUE,IT Services,0,23393.902464835548,3
TXN0000053,2024-04-04,9405.88,INR,CARD Staples TAXINV/2404/053 FY25 - office supplies exp,Staples,True,12%,TRUE,Office Supplies,0,8769.175289576218,3
TXN0000054,2024-04-04,34518.11,INR,RTGS WIPRO INDIA PVT LTD TAXINV/2404/054 Q2 - it services exp  ref 4864,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0,36629.500942260085,3
TXN0000055,2024-04-04,16910.15,INR, auto-debit airtel bill/2404/055 fy24 - utilities exp,Airtel,True,18%,TRUE,Utilities,0,18653.58565753349,3
TXN0000056,2024-04-04,4390.51,INR,!rtgs office depot rcpt/2404/056 subs - office supplies exp# ref 7900,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0,4799.389467578086,3
TXN0000057,2024-04-04,9451.72,INR, upi adobe inv/2404/057 q2 - software exp,Adobe,True,18%,TRUE,Software,0,8658.515095140612,3
TXN0000058,2024-04-04,2638.66,INR,*rtgs dominos bill/2404/058 q2 - meals exp,Dominos,True,5%,FALSE,Meals,0,2557.0693672336433,3
TXN0000059,2024-04-04,3702.68,INR, RTGS Ikea INV/2404/059 SUBS - office supplies exp,Ikea,True,12%,TRUE,Office Supplies,0,3825.3362482189345,3
TXN0000060,2024-04-04,7664.31,INR,*card ikea bill/2404/060 subs - office supplies exp,IKEA,True,12%,TRUE,Office Supplies,0,8411.998027325517,3
TXN0000061,2024-04-04,7775.13,INR,#upi uber bill/2404/061 rent - travel exp# ref 9363,Uber,True,5%,FALSE,Travel,0,7402.5658008101955,3
TXN0000062,2024-04-05,107840.91,INR,-upi wework inv/2404/062 gst - rent exp,WEWORK,True,18%,TRUE,Rent,0,105838.74670069052,4
TXN0000063,2024-04-05,193030.77,INR,!NEFT WEWORK INDIA PVT LTD TAXINV/2404/063 RENT - rent exp,WEWORK INDIA PVT LTD,True,18%,TRUE,Rent,0,171675.10080896862,4
TXN0000064,2024-04-05,11218.4,INR, RTGS AIRTEL TAXINV/2404/064 GST - utilities exp! ref 2094,AIRTEL,True,18%,TRUE,Utilities,0,9876.44756084134,4
TXN0000065,2024-04-05,15864.68,INR,!RTGS Jiofiber TAXINV/2404/065 FY25 - utilities exp* ref 3648,Jiofiber,True,18%,TRUE,Utilities,0,17153.72621640208,4
TXN0000066,2024-04-05,16300.56,INR,IMPS KSEB INV/2404/066 ADV - utilities exp /  ref 3871,KSEB,True,18%,TRUE,Utilities,0,18511.30719601204,4
TXN0000067,2024-04-05,12998.94,INR,#UPI JIOFIBER INV/2404/067 FY25 - utilities exp,JIOFIBER,True,18%,TRUE,Utilities,0,12905.334475018453,4
TXN0000068,2024-04-05,6117.18,INR,#rtgs adobe bill/2404/068 rent - software exp,ADOBE,True,18%,TRUE,Software,0,6731.059137232713,4
TXN0000069,2024-04-05,2373.34,INR,upi kfc pvt ltd taxinv/2404/069 q2 - meals exp  ref 6802,KFC Pvt Ltd,True,5%,FALSE,Meals,0,2459.168524368655,4
TXN0000070,2024-04-05,4454.17,INR,-imps ikea taxinv/2404/070 gst - office supplies exp,IKEA,True,12%,TRUE,Office Supplies,0,4166.822694263049,4
TXN0000071,2024-04-05,24048.61,INR,-IMPS WIPRO TAXINV/2404/071 ADV - it services exp* ref 6538,WIPRO,True,18%,TRUE,IT Services,0,24917.71619725857,4
TXN0000072,2024-04-05,3531.59,INR,imps kfc taxinv/2404/072 adv - meals exp,Kfc,True,5%,FALSE,Meals,0,4074.7614557765555,4
TXN0000073,2024-04-05,121548.99,INR,RTGS Wework INV/2404/073 SUBS - rent exp! ref 1684,Wework,True,18%,TRUE,Rent,0,121113.5281130485,4
TXN0000074,2024-04-05,3665.41,INR,RTGS SWIGGY Pvt Ltd TAXINV/2404/074 TDS - meals exp* ref 7576,SWIGGY Pvt Ltd,True,5%,FALSE,Meals,0,4238.916050245722,4
TXN0000075,2024-04-06,2827.46,INR, / UPI GOVT FEES Pvt Ltd RCPT/2404/075 RENT - exempt services exp,GOVT FEES Pvt Ltd,False,exempt,FALSE,Exempt Services,0,1669.390040639233,5
TXN0000076,2024-04-06,10496.31,INR,*UPI AIRTEL BILL/2404/076 RENT - utilities exp,AIRTEL,True,18%,TRUE,Utilities,0,9087.203478055897,5
TXN0000077,2024-04-06,26117.49,INR,-AUTO-DEBIT Wipro TAXINV/2404/077 FY24 - it services exp# ref 4774,Wipro,True,18%,TRUE,IT Services,0,21075.86807473918,5
TXN0000078,2024-04-06,8871.59,INR,UPI BESCOM BILL/2404/078 Q2 - utilities exp,BESCOM,True,18%,TRUE,Utilities,0,6885.058350374442,5
TXN0000079,2024-04-06,6271.78,INR,*UPI Ola INV/2404/079 Q2 - travel exp,Ola,True,5%,FALSE,Travel,0,5063.464272244787,5
TXN0000080,2024-04-06,33335.96,INR,-RTGS HCL INV/2404/080 FY25 - it services exp,HCL,True,18%,TRUE,IT Services,0,21368.1665732497,5
TXN0000081,2024-04-06,19224.04,INR,rtgs jiofiber india pvt ltd inv/2404/081 fy25 - utilities exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0,15041.393507306895,5
TXN0000082,2024-04-06,58349.0,INR, / IMPS AWFIS INDIA PVT LTD RCPT/2404/082 ADV - rent exp,AWFIS INDIA PVT LTD,True,18%,TRUE,Rent,0,48346.17291481112,5
TXN0000083,2024-04-06,36769.9,INR,*UPI WIPRO TAXINV/2404/083 FY24 - it services exp,WIPRO,True,18%,TRUE,IT Services,0,33763.28129885929,5
TXN0000084,2024-04-06,24259.24,INR, neft bescom rcpt/2404/084 q1 - utilities exp,Bescom,True,18%,TRUE,Utilities,0,18401.564671203778,5
TXN0000085,2024-04-06,3837.74,INR,*neft rapido inv/2404/085 fy25 - travel exp,Rapido,True,5%,FALSE,Travel,0,2821.9689408346158,5
TXN0000086,2024-04-06,8944.03,INR,UPI JIOFIBER TAXINV/2404/086 Q1 - utilities exp,JIOFIBER,True,18%,TRUE,Utilities,0,6796.205595957488,5
TXN0000087,2024-04-06,10575.53,INR,IMPS Figma TAXINV/2404/087 Q2 - software exp* ref 6961,Figma,True,18%,TRUE,Software,0,9234.893004625745,5
TXN0000088,2024-04-06,110570.32,INR,*AUTO-DEBIT AWFIS BILL/2404/088 GST - rent exp /  ref 1947,AWFIS,True,18%,TRUE,Rent,0,91364.26523163413,5
TXN0000089,2024-04-06,25585.09,INR,UPI UPG.rad RCPT/2404/089 Q2 - training exp# ref 7070,UPG.rad,True,5%,unknown,Training,1,19383.755000656158,5
TXN0000090,2024-04-06,12571.6,INR,RTGS JIOFIBER INDIA PVT LTD RCPT/2404/090 Q1 - utilities exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0,10573.48742897023,5
TXN0000091,2024-04-06,15170.73,INR,!neft jiofiber india pvt ltd rcpt/2404/091 q1 - utilities exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0,12254.402983217666,5
TXN0000092,2024-04-06,3689.99,INR,auto-debit off.ice depot bill/2404/092 fy24 - office supplies exp,OFF.ice depot,True,12%,TRUE,Office Supplies,0,3237.9352262893167,5
TXN0000093,2024-04-06,60770.42,INR,neft techm inv/2404/093 gst - it services exp,Techm,True,18%,TRUE,IT Services,0,45203.21108982191,5
TXN0000094,2024-04-06,28370.92,INR,*rtgs wipro india pvt ltd bill/2404/094 fy25 - it services exp,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0,21953.049876147717,5
TXN0000095,2024-04-06,43206.66,INR,-neft wipro bill/2404/095 q1 - it services exp# ref 2398,WIPRO,True,18%,TRUE,IT Services,0,33209.993307551274,5
TXN0000096,2024-04-06,77182.46,INR,RTGS IND.iqube INV/2404/096 Q1 - rent exp,IND.iqube,True,18%,TRUE,Rent,0,52709.353284511264,5
TXN0000097,2024-04-06,1632.99,INR, / imps kfc taxinv/2404/097 gst - meals exp,KFC,True,5%,FALSE,Meals,0,1345.0769160994946,5
TXN0000098,2024-04-07,13218.4,INR,-IMPS AIR.tel INV/2404/098 Q2 - utilities exp,AIR.tel,True,18%,TRUE,Utilities,0,10850.778640782612,6
TXN0000099,2024-04-07,2238.6,INR,imps zomato inv/2404/099 q2 - meals exp,Zomato,True,5%,FALSE,Meals,0,1791.795758723185,6
TXN0000100,2024-04-07,6991.04,INR,auto-debit rap.ido inv/2404/100 fy24 - travel exp,RAP.ido,True,5%,FALSE,Travel,0,5461.631357367121,6
TXN0000101,2024-04-07,4874.47,INR, / CARD RAPIDO INDIA PVT LTD INV/2404/101 TDS - travel exp,RAPIDO INDIA PVT LTD,True,5%,FALSE,Travel,0,3347.6414223198017,6
TXN0000102,2024-04-07,7618.89,INR,*AUTO-DEBIT JIOFIBER INV/2404/102 FY24 - utilities exp* ref 6886,JIOFIBER,True,18%,TRUE,Utilities,0,5838.723964546899,6
TXN0000103,2024-04-07,13855.84,INR, NEFT Airtel TAXINV/2404/103 RENT - utilities exp,Airtel,True,18%,TRUE,Utilities,0,10704.784199466218,6
TXN0000104,2024-04-07,3076.87,INR,*CARD OFFICE DEPOT TAXINV/2404/104 RENT - office supplies exp! ref 5890,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0,2264.015771092006,6
TXN0000105,2024-04-07,92368.79,INR,#NEFT WEWORK BILL/2404/105 SUBS - rent exp# ref 8050,WEWORK,True,18%,TRUE,Rent,0,72703.21071752974,6
TXN0000106,2024-04-07,2549.32,INR,AUTO-DEBIT ZOMATO Pvt Ltd INV/2404/106 TDS - meals exp,ZOMATO Pvt Ltd,True,5%,FALSE,Meals,0,2121.860394423555,6
TXN0000107,2024-04-07,24817.23,INR, auto-debit wip.ro rcpt/2404/107 tds - it services exp,WIP.ro,True,18%,TRUE,IT Services,0,23598.576746647923,6
TXN0000108,2024-04-07,15524.87,INR,CARD BESCOM TAXINV/2404/108 Q2 - utilities exp,BESCOM,True,18%,TRUE,Utilities,0,12636.719827927893,6
TXN0000109,2024-04-07,31353.71,INR,CARD TEC.hm TAXINV/2404/109 FY25 - it services exp- ref 8706,TEC.hm,True,18%,TRUE,IT Services,0,25728.98082088866,6
TXN0000110,2024-04-07,7017.05,INR,AUTO-DEBIT CANVA Pvt Ltd INV/2404/110 FY24 - software exp,CANVA Pvt Ltd,True,18%,TRUE,Software,0,5571.848742941842,6
TXN0000111,2024-04-07,5332.14,INR, CARD IKEA INDIA PVT LTD BILL/2404/111 GST - office supplies exp,IKEA INDIA PVT LTD,True,12%,TRUE,Office Supplies,0,3447.2194601644296,6
TXN0000112,2024-04-07,10439.01,INR,auto-debit airtel rcpt/2404/112 q1 - utilities exp,AIRTEL,True,18%,TRUE,Utilities,0,8329.06571112375,6
TXN0000113,2024-04-07,20780.21,INR,CARD WIPRO TAXINV/2404/113 ADV - it services exp,WIPRO,True,18%,TRUE,IT Services,0,16724.29571287349,6
TXN0000114,2024-04-07,9076.3,INR,AUTO-DEBIT CANVA INDIA PVT LTD BILL/2404/114 Q1 - software exp,CANVA INDIA PVT LTD,True,18%,TRUE,Software,0,9049.609950844015,6
TXN0000115,2024-04-07,23322.51,INR,#RTGS COURSERA Pvt Ltd TAXINV/2404/115 FY24 - training exp! ref 5374,COURSERA Pvt Ltd,True,18%,unknown,Training,0,18299.10075802261,6
TXN0000116,2024-04-07,4798.99,INR, upi indigo india pvt ltd taxinv/2404/116 q2 - travel exp,INDIGO INDIA PVT LTD,True,5%,FALSE,Travel,0,3954.9618144308465,6
TXN0000117,2024-04-07,11893.3,INR, auto-debit kseb pvt ltd taxinv/2404/117 q2 - utilities exp- ref 4957,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0,9481.61300074917,6
TXN0000118,2024-04-08,74973.55,INR,#NEFT INDIQUBE INDIA PVT LTD INV/2404/118 Q1 - rent exp /  ref 3403,INDIQUBE INDIA PVT LTD,True,18%,TRUE,Rent,0,66211.55587126302,0
TXN0000119,2024-04-08,5418.14,INR,NEFT KFC RCPT/2404/119 FY24 - meals exp,KFC,True,5%,FALSE,Meals,0,6037.337400423642,0
TXN0000120,2024-04-08,39864.18,INR,CARD TCS RCPT/2404/120 GST - it services exp,TCS,True,18%,TRUE,IT Services,0,42861.69937629714,0
TXN0000121,2024-04-08,9351.03,INR, / CARD Canva RCPT/2404/121 RENT - software exp,Canva,True,18%,TRUE,Software,0,10090.726346775795,0
TXN0000122,2024-04-08,3820.01,INR,NEFT ZOMATO RCPT/2404/122 FY25 - meals exp,ZOMATO,True,exempt,FALSE,Meals,1,3472.6230828809553,0
TXN0000123,2024-04-08,41453.33,INR,#upi hcl india pvt ltd inv/2404/123 fy25 - it services exp* ref 7180,HCL INDIA PVT LTD,True,18%,TRUE,IT Services,0,47268.379549335674,0
TXN0000124,2024-04-08,80702.39,INR,IMPS AWFIS Pvt Ltd TAXINV/2404/124 GST - rent exp,AWFIS Pvt Ltd,True,18%,TRUE,Rent,0,69389.11688086229,0
TXN0000125,2024-04-08,2786.24,INR,CARD Dominos INV/2404/125 Q1 - meals exp,Dominos,True,5%,FALSE,Meals,0,2949.7524709030063,0
TXN0000126,2024-04-08,10921.61,INR,IMPS CAN.va RCPT/2404/126 TDS - software exp,CAN.va,True,18%,TRUE,Software,0,13313.940206740253,0
TXN0000127,2024-04-08,3914.49,INR,RTGS RAPIDO RCPT/2404/127 FY25 - travel exp /  ref 2249,RAPIDO,True,5%,FALSE,Travel,0,3526.7455460639167,0
TXN0000128,2024-04-08,3273.11,INR,*rtgs dominos inv/2404/128 rent - meals exp,Dominos,True,5%,FALSE,Meals,0,3087.7545238259872,0
TXN0000129,2024-04-08,12949.74,INR, neft airtel taxinv/2404/129 fy25 - utilities exp* ref 4901,AIRTEL,True,18%,TRUE,Utilities,0,13078.785926853003,0
TXN0000130,2024-04-08,16153.15,INR,neft kseb india pvt ltd inv/2404/130 subs - utilities exp,KSEB INDIA PVT LTD,True,18%,TRUE,Utilities,0,15339.878223771291,0
TXN0000131,2024-04-09,3068.55,INR,#NEFT KFC RCPT/2404/131 GST - meals exp,KFC,True,5%,FALSE,Meals,0,12256.279452987876,1
TXN0000132,2024-04-09,9719.94,INR,CARD KSEB Pvt Ltd BILL/2404/132 RENT - utilities exp- ref 9976,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0,20428.232600014726,1
TXN0000133,2024-04-09,12704.75,INR, / UPI KSEB Pvt Ltd RCPT/2404/133 Q2 - utilities exp  ref 8595,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0,48910.17082309496,1
TXN0000134,2024-04-09,3438.16,INR,RTGS Stamp Duty RCPT/2404/134 TDS - exempt services exp,Stamp Duty,False,exempt,FALSE,Exempt Services,0,16945.27571772867,1
TXN0000135,2024-04-09,101821.55,INR,IMPS AWF.is INV/2404/135 ADV - rent exp,AWF.is,True,18%,TRUE,Rent,0,308729.26538865594,1
TXN0000136,2024-04-09,3906.68,INR,auto-debit microsoft taxinv/2404/136 fy24 - software exp  ref 7526,MICROSOFT,True,18%,TRUE,Software,0,16478.839561267727,1
TXN0000137,2024-04-09,5944.44,INR,imps indigo pvt ltd rcpt/2404/137 tds - travel exp,INDIGO Pvt Ltd,True,5%,FALSE,Travel,0,26481.37523127148,1
TXN0000138,2024-04-09,10294.98,INR,*NEFT Bescom RCPT/2404/138 FY25 - utilities exp,Bescom,True,18%,TRUE,Utilities,0,26271.865676200614,1
TXN0000139,2024-04-09,5155.76,INR,#RTGS OLA BILL/2404/139 TDS - travel exp,OLA,True,5%,FALSE,Travel,0,19849.93163823383,1
TXN0000140,2024-04-09,40743.84,INR,-AUTO-DEBIT TECHM RCPT/2404/140 ADV - it services exp,TECHM,True,18%,TRUE,IT Services,0,122341.33807006617,1
TXN0000141,2024-04-09,10576.06,INR,AUTO-DEBIT JIOFIBER INDIA PVT LTD INV/2404/141 GST - utilities exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0,30018.053550636632,1
TXN0000142,2024-04-09,4588.98,INR,NEFT RAPIDO TAXINV/2404/142 TDS - travel exp,RAPIDO,True,5%,FALSE,Travel,0,23120.26192756645,1
TXN0000143,2024-04-09,9111.89,INR,IMPS Kseb RCPT/2404/143 RENT - utilities exp,Kseb,True,18%,TRUE,Utilities,0,35932.53114923601,1
TXN0000144,2024-04-09,3361.41,INR,!CARD Govt Fees INV/2404/144 TDS - exempt services exp,Govt Fees,False,exempt,FALSE,Exempt Services,0,14877.721266942426,1
TXN0000145,2024-04-10,36499.54,INR,-rtgs tec.hm inv/2404/145 subs - it services exp,TEC.hm,True,18%,TRUE,IT Services,0,37448.10024439821,2
TXN0000146,2024-04-10,31741.89,INR, RTGS WIPRO INDIA PVT LTD RCPT/2404/146 Q1 - it services exp  ref 4110,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0,34223.54355954395,2
TXN0000147,2024-04-10,6013.92,INR,card indigo rcpt/2404/147 rent - travel exp,INDIGO,True,5%,FALSE,Travel,0,5270.027738083609,2
TXN0000148,2024-04-10,25558.36,INR,-RTGS WIPRO INDIA PVT LTD BILL/2404/148 FY25 - it services exp,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0,22183.489451841135,2
TXN0000149,2024-04-10,5608.74,INR,RTGS STAPLES Pvt Ltd RCPT/2404/149 Q2 - office supplies exp,STAPLES Pvt Ltd,True,12%,TRUE,Office Supplies,0,5901.483453673811,2
TXN0000150,2024-04-10,12228.84,INR,IMPS JIOFIBER RCPT/2404/150 RENT - utilities exp* ref 7993,JIOFIBER,True,18%,TRUE,Utilities,0,12592.017805142093,2
TXN0000151,2024-04-10,25424.5,INR, rtgs hcl bill/2404/151 q1 - it services exp,HCL,True,18%,TRUE,IT Services,0,26061.36554736187,2
TXN0000152,2024-04-10,5590.78,INR, / AUTO-DEBIT STAPLES INDIA PVT LTD RCPT/2404/152 ADV - office supplies exp,STAPLES INDIA PVT LTD,True,12%,TRUE,Office Supplies,0,5784.47157206915,2
TXN0000153,2024-04-10,22607.3,INR,card coursera pvt ltd taxinv/2404/153 tds - training exp,COURSERA Pvt Ltd,True,18%,unknown,Training,0,21069.947711185858,2
