transaction_id,transaction_date,hsn_sac_code,code_type,taxable_amount,gst_slab,gst_amount,itc_eligible,business_type
TXNSAC0045,2025-04-07,9997,SAC,50500,18,9090.0,True,services
TXNHSN0046,2025-04-07,8471,HSN,57800,18,10404.0,True,goods
TXNSAC0047,2025-04-07,9983,SAC,72800,18,13104.0,True,services
TXNHSN0048,2025-04-07,9403,HSN,31250,18,5625.0,True,goods
TXNSAC0049,2025-04-07,9965,SAC,1675,5,83.75,False,services
TXNSAC0050,2025-04-07,9985,SAC,29400,18,5292.0,True,services
TXNHSN0051,2025-04-08,3004,HSN,1475,12,177.0,False,goods
TXNSAC0052,2025-04-08,9973,SAC,38250,18,6885.0,True,services
TXNSAC0053,2025-04-08,9983,SAC,51200,18,9216.0,True,services
TXNHSN0054,2025-04-08,2106,HSN,9250,5,462.5,False,goods
TXNSAC0055,2025-04-08,9997,SAC,47250,18,8505.0,True,services
TXNHSN0056,2025-04-08,8471,HSN,83500,18,15030.0,True,goods
TXNSAC0057,2025-04-08,9983,SAC,90500,18,16290.0,True,services
TXNHSN0058,2025-04-08,9403,HSN,26750,18,4815.0,True,goods
TXNSAC0059,2025-04-08,9965,SAC,1890,5,94.5,False,services
TXNSAC0060,2025-04-08,9985,SAC,31800,18,5724.0,True,services
TXNHSN0061,2025-04-09,3004,HSN,890,12,106.8,False,goods
TXNSAC0062,2025-04-09,9973,SAC,43800,18,7884.0,True,services
TXNSAC0063,2025-04-09,9983,SAC,74800,18,13464.0,True,services
TXNHSN0064,2025-04-09,2106,HSN,5750,5,287.5,False,goods
TXNSAC0065,2025-04-09,9997,SAC,52500,18,9450.0,True,services
TXNHSN0066,2025-04-09,8471,HSN,69200,18,12456.0,True,goods
TXNSAC0067,2025-04-09,9983,SAC,63250,18,11385.0,True,services
TXNHSN0068,2025-04-09,9403,HSN,45200,18,8136.0,True,goods
TXNSAC0069,2025-04-09,9965,SAC,2100,5,105.0,False,services
TXNSAC0070,2025-04-09,9985,SAC,28750,18,5175.0,True,services
TXNHSN0071,2025-04-10,3004,HSN,1625,12,195.0,False,goods
TXNSAC0072,2025-04-10,9973,SAC,40250,18,7245.0,True,services
TXNSAC0073,2025-04-10,9983,SAC,55800,18,10044.0,True,services
TXNHSN0074,2025-04-10,2106,HSN,8150,5,407.5,False,goods
TXNSAC0075,2025-04-10,9997,SAC,61500,18,11070.0,True,services
TXNHSN0076,2025-04-10,8471,HSN,51200,18,9216.0,True,goods
TXNSAC0077,2025-04-10,9983,SAC,97800,18,17604.0,True,services
TXNHSN0078,2025-04-10,9403,HSN,33500,18,6030.0,True,goods
TXNSAC0079,2025-04-10,9965,SAC,1750,5,87.5,False,services
TXNSAC0080,2025-04-10,9985,SAC,24500,18,4410.0,True,services
TXNHSN0081,2025-04-11,3004,HSN,1320,12,158.4,False,goods
TXNSAC0082,2025-04-11,9973,SAC,37250,18,6705.0,True,services
TXNSAC0083,2025-04-11,9983,SAC,82500,18,14850.0,True,services
TXNHSN0084,2025-04-11,2106,HSN,6980,5,349.0,False,goods
TXNSAC0085,2025-04-11,9997,SAC,48750,18,8775.0,True,services
TXNHSN0086,2025-04-11,8471,HSN,74500,18,13410.0,True,goods
TXNSAC0087,2025-04-11,9983,SAC,66800,18,12024.0,True,services
TXNHSN0088,2025-04-11,9403,HSN,29800,18,5364.0,True,goods
TXNSAC0089,2025-04-11,9965,SAC,1600,5,80.0,False,services
TXNSAC0090,2025-04-11,9985,SAC,31250,18,5625.0,True,services
TXNHSN0091,2025-04-12,3004,HSN,1050,12,126.0,False,goods
TXNSAC0092,2025-04-12,9973,SAC,42800,18,7704.0,True,services
TXNSAC0093,2025-04-12,9983,SAC,59250,18,10665.0,True,services
TXNHSN0094,2025-04-12,2106,HSN,9320,5,466.0,False,goods
TXNSAC0095,2025-04-12,9997,SAC,53250,18,9585.0,True,services
TXNHSN0096,2025-04-12,8471,HSN,48600,18,8748.0,True,goods
TXNSAC0097,2025-04-12,9983,SAC,71250,18,12825.0,True,services
TXNHSN0098,2025-04-12,9403,HSN,36250,18,6525.0,True,goods
TXNSAC0099,2025-04-12,9965,SAC,1850,5,92.5,False,services
TXNSAC0100,2025-04-12,9985,SAC,26800,18,4824.0,True,services
TXNHSN0101,2025-04-13,3004,HSN,1180,12,141.6,False,goods
TXNSAC0102,2025-04-13,9973,SAC,39250,18,7065.0,True,services
TXNSAC0103,2025-04-13,9983,SAC,84500,18,15210.0,True,services
TXNHSN0104,2025-04-13,2106,HSN,7560,5,378.0,False,goods
TXNSAC0105,2025-04-13,9997,SAC,56250,18,10125.0,True,services
TXNHSN0106,2025-04-13,8471,HSN,65800,18,11844.0,True,goods
TXNSAC0107,2025-04-13,9983,SAC,93500,18,16830.0,True,services
TXNHSN0108,2025-04-13,9403,HSN,28800,18,5184.0,True,goods
TXNSAC0109,2025-04-13,9965,SAC,1725,5,86.25,False,services
TXNSAC0110,2025-04-13,9985,SAC,24150,18,4347.0,True,services
TXNHSN0111,2025-04-14,3004,HSN,990,12,118.8,False,goods
TXNSAC0112,2025-04-14,9973,SAC,41800,18,7524.0,True,services
TXNSAC0113,2025-04-14,9983,SAC,62500,18,11250.0,True,services
TXNHSN0114,2025-04-14,2106,HSN,8420,5,421.0,False,goods
TXNSAC0115,2025-04-14,9997,SAC,49250,18,8865.0,True,services
TXNHSN0116,2025-04-14,8471,HSN,70250,18,12645.0,True,goods
TXNSAC0117,2025-04-14,9983,SAC,78500,18,14130.0,True,services
TXNHSN0118,2025-04-14,9403,HSN,31500,18,5670.0,True,goods
TXNSAC0119,2025-04-14,9965,SAC,2050,5,102.5,False,services
TXNSAC0120,2025-04-14,9985,SAC,25900,18,4662.0,True,services
TXNHSN0121,2025-04-15,3004,HSN,1125,12,135.0,False,goods
TXNSAC0122,2025-04-15,9973,SAC,44250,18,7965.0,True,services
TXNSAC0123,2025-04-15,9983,SAC,69800,18,12564.0,True,services
TXNHSN0124,2025-04-15,2106,HSN,9150,5,457.5,False,goods
TXNSAC0125,2025-04-15,9997,SAC,53800,18,9684.0,True,services
TXNHSN0126,2025-04-15,8471,HSN,61250,18,11025.0,True,goods
TXNSAC0127,2025-04-15,9983,SAC,86250,18,15525.0,True,services
TXNHSN0128,2025-04-15,9403,HSN,34250,18,6165.0,True,goods
TXNSAC0129,2025-04-15,9965,SAC,1925,5,96.25,False,services
TXNSAC0130,2025-04-15,9985,SAC,27400,18,4932.0,True,services
TXNHSN0131,2025-04-16,3004,HSN,1020,12,122.4,False,goods
TXNSAC0132,2025-04-16,9973,SAC,46800,18,8424.0,True,services
TXNSAC0133,2025-04-16,9983,SAC,59250,18,10665.0,True,services
TXNHSN0134,2025-04-16,2106,HSN,7350,5,367.5,False,goods
TXNSAC0135,2025-04-16,9997,SAC,55250,18,9945.0,True,services
TXNHSN0136,2025-04-16,8471,HSN,73800,18,13284.0,True,goods
TXNSAC0137,2025-04-16,9983,SAC,92500,18,16650.0,True,services
TXNHSN0138,2025-04-16,9403,HSN,29850,18,5373.0,True,goods
TXNSAC0139,2025-04-16,9965,SAC,1800,5,90.0,False,services
TXNSAC0140,2025-04-16,9985,SAC,26250,18,4725.0,True,services
TXNHSN0141,2025-04-17,3004,HSN,950,12,114.0,False,goods
TXNSAC0142,2025-04-17,9973,SAC,43250,18,7785.0,True,services
TXNSAC0143,2025-04-17,9983,SAC,64500,18,11610.0,True,services
TXNHSN0144,2025-04-17,2106,HSN,8650,5,432.5,False,goods
TXNSAC0145,2025-04-17,9997,SAC,57800,18,10404.0,True,services
TXNHSN0146,2025-04-17,8471,HSN,68250,18,12285.0,True,goods
TXNSAC0147,2025-04-17,9983,SAC,73500,18,13230.0,True,services
TXNHSN0148,2025-04-17,9403,HSN,32500,18,5850.0,True,goods
TXNSAC0149,2025-04-17,9965,SAC,2100,5,105.0,False,services
TXNSAC0150,2025-04-17,9985,SAC,28850,18,5193.0,True,services
TXNHSN0151,2025-04-18,3004,HSN,1190,12,142.8,False,goods
TXNSAC0152,2025-04-18,9973,SAC,45600,18,8208.0,True,services
TXNSAC0153,2025-04-18,9983,SAC,81250,18,14625.0,True,services
TXNHSN0154,2025-04-18,2106,HSN,9250,5,462.5,False,goods
TXNSAC0155,2025-04-18,9997,SAC,49250,18,8865.0,True,services
TXNHSN0156,2025-04-18,8471,HSN,72500,18,13050.0,True,goods
TXNSAC0157,2025-04-18,9983,SAC,69800,18,12564.0,True,services
TXNHSN0158,2025-04-18,9403,HSN,35250,18,6345.0,True,goods
TXNSAC0159,2025-04-18,9965,SAC,1775,5,88.75,False,services
TXNSAC0160,2025-04-18,9985,SAC,25350,18,4563.0,True,services
TXNHSN0161,2025-04-19,3004,HSN,980,12,117.6,False,goods
TXNSAC0162,2025-04-19,9973,SAC,41850,18,7533.0,True,services
TXNSAC0163,2025-04-19,9983,SAC,73500,18,13230.0,True,services
TXNHSN0164,2025-04-19,2106,HSN,8125,5,406.25,False,goods
TXNSAC0165,2025-04-19,9997,SAC,56800,18,10224.0,True,services
TXNHSN0166,2025-04-19,8471,HSN,64250,18,11565.0,True,goods
TXNSAC0167,2025-04-19,9983,SAC,87250,18,15705.0,True,services
TXNHSN0168,2025-04-19,9403,HSN,33800,18,6084.0,True,goods
TXNSAC0169,2025-04-19,9965,SAC,1950,5,97.5,False,services
TXNSAC0170,2025-04-19,9985,SAC,27250,18,4905.0,True,services
TXNHSN0171,2025-04-20,3004,HSN,1150,12,138.0,False,goods
TXNSAC0172,2025-04-20,9973,SAC,46250,18,8325.0,True,services
TXNSAC0173,2025-04-20,9983,SAC,60500,18,10890.0,True,services
TXNHSN0174,2025-04-20,2106,HSN,8950,5,447.5,False,goods
TXNSAC0175,2025-04-20,9997,SAC,54800,18,9864.0,True,services
TXNHSN0176,2025-04-20,8471,HSN,71250,18,12825.0,True,goods
TXNSAC0177,2025-04-20,9983,SAC,92500,18,16650.0,True,services
TXNHSN0178,2025-04-20,9403,HSN,36250,18,6525.0,True,goods
TXNSAC0179,2025-04-20,9965,SAC,1825,5,91.25,False,services
TXNSAC0180,2025-04-20,9985,SAC,28600,18,5148.0,True,services
TXNHSN0181,2025-04-21,3004,HSN,1080,12,129.6,False,goods
TXNSAC0182,2025-04-21,9973,SAC,43250,18,7785.0,True,services
TXNSAC0183,2025-04-21,9983,SAC,78500,18,14130.0,True,services
TXNHSN0184,2025-04-21,2106,HSN,7725,5,386.25,False,goods
TXNSAC0185,2025-04-21,9997,SAC,52250,18,9405.0,True,services
TXNHSN0186,2025-04-21,8471,HSN,66800,18,12024.0,True,goods
TXNSAC0187,2025-04-21,9983,SAC,84250,18,15165.0,True,services
TXNHSN0188,2025-04-21,9403,HSN,31800,18,5724.0,True,goods
TXNSAC0189,2025-04-21,9965,SAC,1900,5,95.0,False,services
TXNSAC0190,2025-04-21,9985,SAC,26400,18,4752.0,True,services
TXNHSN0191,2025-04-22,3004,HSN,995,12,119.4,False,goods
TXNSAC0192,2025-04-22,9973,SAC,44800,18,8064.0,True,services
TXNSAC0193,2025-04-22,9983,SAC,61250,18,11025.0,True,services
TXNHSN0194,2025-04-22,2106,HSN,8560,5,428.0,False,goods
TXNSAC0195,2025-04-22,9997,SAC,57500,18,10350.0,True,services
TXNHSN0196,2025-04-22,8471,HSN,69250,18,12465.0,True,goods
TXNSAC0197,2025-04-22,9983,SAC,75250,18,13545.0,True,services
TXNHSN0198,2025-04-22,9403,HSN,33500,18,6030.0,True,goods
TXNSAC0199,2025-04-22,9965,SAC,2050,5,102.5,False,services
TXNSAC0200,2025-04-22,9985,SAC,27950,18,5031.0,True,services
TXNHSN0201,2025-04-23,3004,HSN,1240,12,148.8,False,goods
TXNSAC0202,2025-04-23,9973,SAC,47250,18,8505.0,True,services
TXNSAC0203,2025-04-23,9983,SAC,69800,18,12564.0,True,services
TXNHSN0204,2025-04-23,2106,HSN,9325,5,466.25,False,goods
TXNSAC0205,2025-04-23,9997,SAC,59250,18,10665.0,True,services
TXNHSN0206,2025-04-23,8471,HSN,72500,18,13050.0,True,goods
TXNSAC0207,2025-04-23,9983,SAC,86500,18,15570.0,True,services
TXNHSN0208,2025-04-23,9403,HSN,34250,18,6165.0,True,goods
TXNSAC0209,2025-04-23,9965,SAC,2150,5,107.5,False,services
TXNSAC0210,2025-04-23,9985,SAC,28650,18,5157.0,True,services
TXNHSN0211,2025-04-24,3004,HSN,980,12,117.6,False,goods
TXNSAC0212,2025-04-24,9973,SAC,48800,18,8784.0,True,services
TXNSAC0213,2025-04-24,9983,SAC,63250,18,11385.0,True,services
TXNHSN0214,2025-04-24,2106,HSN,8725,5,436.25,False,goods
TXNSAC0215,2025-04-24,9997,SAC,61500,18,11070.0,True,services
TXNHSN0216,2025-04-24,8471,HSN,74250,18,13365.0,True,goods
TXNSAC0217,2025-04-24,9983,SAC,91800,18,16524.0,True,services
TXNHSN0218,2025-04-24,9403,HSN,36500,18,6570.0,True,goods
TXNSAC0219,2025-04-24,9965,SAC,2250,5,112.5,False,services
TXNSAC0220,2025-04-24,9985,SAC,29500,18,5310.0,True,services
TXNHSN0221,2025-04-25,3004,HSN,1015,12,121.8,False,goods
TXNSAC0222,2025-04-25,9973,SAC,46250,18,8325.0,True,services
TXNSAC0223,2025-04-25,9983,SAC,65250,18,11745.0,True,services
TXNHSN0224,2025-04-25,2106,HSN,8960,5,448.0,False,goods
TXNSAC0225,2025-04-25,9997,SAC,53850,18,9693.0,True,services
TXNHSN0226,2025-04-25,8471,HSN,66500,18,11970.0,True,goods
TXNSAC0227,2025-04-25,9983,SAC,73800,18,13284.0,True,services
TXNHSN0228,2025-04-25,9403,HSN,32950,18,5931.0,True,goods
TXNSAC0229,2025-04-25,9965,SAC,1950,5,97.5,False,services
TXNSAC0230,2025-04-25,9985,SAC,28350,18,5103.0,True,services
TXNHSN0231,2025-04-26,3004,HSN,1060,12,127.2,False,goods
TXNSAC0232,2025-04-26,9973,SAC,47850,18,8613.0,True,services
TXNSAC0233,2025-04-26,9983,SAC,68250,18,12285.0,True,services
TXNHSN0234,2025-04-26,2106,HSN,9225,5,461.25,False,goods
TXNSAC0235,2025-04-26,9997,SAC,59850,18,10773.0,True,services
TXNHSN0236,2025-04-26,8471,HSN,71500,18,12870.0,True,goods
TXNSAC0237,2025-04-26,9983,SAC,89500,18,16110.0,True,services
TXNHSN0238,2025-04-26,9403,HSN,34500,18,6210.0,True,goods
TXNSAC0239,2025-04-26,9965,SAC,2100,5,105.0,False,services
TXNSAC0240,2025-04-26,9985,SAC,27650,18,4977.0,True,services
TXNHSN0241,2025-04-27,3004,HSN,1120,12,134.4,False,goods
TXNSAC0242,2025-04-27,9973,SAC,48650,18,8757.0,True,services
TXNSAC0243,2025-04-27,9983,SAC,64250,18,11565.0,True,services
TXNHSN0244,2025-04-27,2106,HSN,9050,5,452.5,False,goods
TXNSAC0245,2025-04-27,9997,SAC,58250,18,10485.0,True,services
TXNHSN0246,2025-04-27,8471,HSN,69500,18,12510.0,True,goods
TXNSAC0247,2025-04-27,9983,SAC,75800,18,13644.0,True,services
TXNHSN0248,2025-04-27,9403,HSN,33250,18,5985.0,True,goods
TXNSAC0249,2025-04-27,9965,SAC,2200,5,110.0,False,services
TXNSAC0250,2025-04-27,9985,SAC,29150,18,5247.0,True,services
TXNHSN0251,2025-04-28,3004,HSN,980,12,117.6,False,goods
TXNSAC0252,2025-04-28,9973,SAC,47250,18,8505.0,True,services
TXNSAC0253,2025-04-28,9983,SAC,67250,18,12105.0,True,services
TXNHSN0254,2025-04-28,2106,HSN,9180,5,459.0,False,goods
TXNSAC0255,2025-04-28,9997,SAC,60500,18,10890.0,True,services
TXNHSN0256,2025-04-28,8471,HSN,73250,18,13185.0,True,goods
TXNSAC0257,2025-04-28,9983,SAC,88250,18,15885.0,True,services
TXNHSN0258,2025-04-28,9403,HSN,35250,18,6345.0,True,goods
TXNSAC0259,2025-04-28,9965,SAC,2300,5,115.0,False,services
TXNSAC0260,2025-04-28,9985,SAC,30500,18,5490.0,True,services
TXNHSN0261,2025-04-29,3004,HSN,1040,12,124.8,False,goods
TXNSAC0262,2025-04-29,9973,SAC,49850,18,8973.0,True,services
TXNSAC0263,2025-04-29,9983,SAC,69250,18,12465.0,True,services
TXNHSN0264,2025-04-29,2106,HSN,9425,5,471.25,False,goods
TXNSAC0265,2025-04-29,9997,SAC,61850,18,11133.0,True,services
TXNHSN0266,2025-04-29,8471,HSN,74800,18,13464.0,True,goods
TXNSAC0267,2025-04-29,9983,SAC,90250,18,16245.0,True,services
TXNHSN0268,2025-04-29,9403,HSN,36500,18,6570.0,True,goods
TXNSAC0269,2025-04-29,9965,SAC,2400,5,120.0,False,services
TXNSAC0270,2025-04-29,9985,SAC,31950,18,5751.0,True,services
TXNHSN0271,2025-04-30,3004,HSN,1105,12,132.6,False,goods
TXNSAC0272,2025-04-30,9973,SAC,51250,18,9225.0,True,services
TXNSAC0273,2025-04-30,9983,SAC,71500,18,12870.0,True,services
TXNHSN0274,2025-04-30,2106,HSN,9680,5,484.0,False,goods
TXNSAC0275,2025-04-30,9997,SAC,63250,18,11385.0,True,services
TXNHSN0276,2025-04-30,8471,HSN,76250,18,13725.0,True,goods
TXNSAC0277,2025-04-30,9983,SAC,92800,18,16704.0,True,services
TXNHSN0278,2025-04-30,9403,HSN,37850,18,6813.0,True,goods
TXNSAC0279,2025-04-30,9965,SAC,2525,5,126.25,False,services
TXNSAC0280,2025-04-30,9985,SAC,33450,18,6021.0,True,services
TXNHSN0281,2025-05-01,3004,HSN,1185,12,142.2,False,goods
TXNSAC0282,2025-05-01,9973,SAC,52850,18,9513.0,True,services
TXNSAC0283,2025-05-01,9983,SAC,73850,18,13293.0,True,services
TXNHSN0284,2025-05-01,2106,HSN,9850,5,492.5,False,goods
TXNSAC0285,2025-05-01,9997,SAC,64500,18,11610.0,True,services
TXNHSN0286,2025-05-01,8471,HSN,77800,18,14004.0,True,goods
TXNSAC0287,2025-05-01,9983,SAC,94850,18,17073.0,True,services
TXNHSN0288,2025-05-01,9403,HSN,39250,18,7065.0,True,goods
TXNSAC0289,2025-05-01,9965,SAC,2650,5,132.5,False,services
TXNSAC0290,2025-05-01,9985,SAC,34900,18,6282.0,True,services
TXNHSN0291,2025-05-02,3004,HSN,1220,12,146.4,False,goods
TXNSAC0292,2025-05-02,9973,SAC,54500,18,9810.0,True,services
TXNSAC0293,2025-05-02,9983,SAC,76250,18,13725.0,True,services
TXNHSN0294,2025-05-02,2106,HSN,10050,5,502.5,False,goods
TXNSAC0295,2025-05-02,9997,SAC,66250,18,11925.0,True,services
TXNHSN0296,2025-05-02,8471,HSN,79500,18,14310.0,True,goods
TXNSAC0297,2025-05-02,9983,SAC,96500,18,17370.0,True,services
TXNHSN0298,2025-05-02,9403,HSN,40500,18,7290.0,True,goods
TXNSAC0299,2025-05-02,9965,SAC,2780,5,139.0,False,services
TXNSAC0300,2025-05-02,9985,SAC,36500,18,6570.0,True,services
TXNHSN0301,2025-05-03,8471,HSN,48500,18,8730.0,True,goods
TXNSAC0302,2025-05-03,9983,SAC,125000,18,22500.0,True,services
TXNHSN0303,2025-05-03,2106,HSN,8200,5,410.0,False,goods
TXNSAC0304,2025-05-03,9965,SAC,1450,5,72.5,False,services
TXNSAC0305,2025-05-03,9983,SAC,63500,18,11430.0,True,services
TXNHSN0306,2025-05-03,9403,HSN,27500,18,4950.0,True,goods
TXNSAC0307,2025-05-03,9983,SAC,98000,18,17640.0,True,services
TXNHSN0308,2025-05-03,3004,HSN,1320,12,158.4,False,goods
TXNSAC0309,2025-05-03,9973,SAC,45000,18,8100.0,True,services
TXNSAC0310,2025-05-03,9985,SAC,18750,18,3375.0,True,services
TXNHSN0311,2025-05-04,8703,HSN,1450000,28,406000.0,False,goods
TXNSAC0312,2025-05-04,9983,SAC,72000,18,12960.0,True,services
TXNHSN0313,2025-05-04,2106,HSN,3650,5,182.5,False,goods
TXNSAC0314,2025-05-04,9965,SAC,2200,5,110.0,False,services
TXNSAC0315,2025-05-04,9997,SAC,54000,18,9720.0,True,services
TXNHSN0316,2025-05-04,8471,HSN,61500,18,11070.0,True,goods
TXNSAC0317,2025-05-04,9983,SAC,88000,18,15840.0,True,services
TXNHSN0318,2025-05-04,9403,HSN,42500,18,7650.0,True,goods
TXNSAC0319,2025-05-04,9973,SAC,36000,18,6480.0,True,services
TXNSAC0320,2025-05-04,9983,SAC,51000,18,9180.0,True,services
TXNHSN0321,2025-05-05,3004,HSN,950,12,114.0,False,goods
TXNSAC0322,2025-05-05,9965,SAC,1875,5,93.75,False,services
TXNSAC0323,2025-05-05,9985,SAC,26500,18,4770.0,True,services
TXNHSN0324,2025-05-05,2106,HSN,11250,5,562.5,False,goods
TXNSAC0325,2025-05-05,9983,SAC,74500,18,13410.0,True,services
TXNHSN0326,2025-05-05,8471,HSN,38900,18,7002.0,True,goods
TXNSAC0327,2025-05-05,9997,SAC,41500,18,7470.0,True,services
TXNHSN0328,2025-05-05,9403,HSN,58250,18,10485.0,True,goods
TXNSAC0329,2025-05-05,9983,SAC,93500,18,16830.0,True,services
TXNSAC0330,2025-05-05,9965,SAC,1725,5,86.25,False,services
TXNHSN0331,2025-05-06,3004,HSN,1825,12,219.0,False,goods
TXNSAC0332,2025-05-06,9973,SAC,29800,18,5364.0,True,services
TXNSAC0333,2025-05-06,9983,SAC,115000,18,20700.0,True,services
TXNHSN0334,2025-05-06,2106,HSN,6350,5,317.5,False,goods
TXNSAC0335,2025-05-06,9997,SAC,58500,18,10530.0,True,services
TXNHSN0336,2025-05-06,8471,HSN,72500,18,13050.0,True,goods
TXNSAC0337,2025-05-06,9983,SAC,45200,18,8136.0,True,services
TXNHSN0338,2025-05-06,9403,HSN,39800,18,7164.0,True,goods
TXNSAC0339,2025-05-06,9965,SAC,1950,5,97.5,False,services
TXNSAC0340,2025-05-06,9985,SAC,22350,18,4023.0,True,services
TXNHSN0341,2025-05-07,3004,HSN,1140,12,136.8,False,goods
TXNSAC0342,2025-05-07,9973,SAC,41250,18,7425.0,True,services
TXNSAC0343,2025-05-07,9983,SAC,66500,18,11970.0,True,services
TXNHSN0344,2025-05-07,2106,HSN,4890,5,244.5,False,goods
TXNSAC0345,2025-05-07,9997,SAC,50500,18,9090.0,True,services
TXNHSN0346,2025-05-07,8471,HSN,57800,18,10404.0,True,goods
TXNSAC0347,2025-05-07,9983,SAC,72800,18,13104.0,True,services
TXNHSN0348,2025-05-07,9403,HSN,31250,18,5625.0,True,goods
TXNSAC0349,2025-05-07,9965,SAC,1675,5,83.75,False,services
TXNSAC0350,2025-05-07,9985,SAC,29400,18,5292.0,True,services
TXNHSN0351,2025-05-08,3004,HSN,1475,12,177.0,False,goods
TXNSAC0352,2025-05-08,9973,SAC,38250,18,6885.0,True,services
TXNSAC0353,2025-05-08,9983,SAC,51200,18,9216.0,True,services
TXNHSN0354,2025-05-08,2106,HSN,9250,5,462.5,False,goods
TXNSAC0355,2025-05-08,9997,SAC,47250,18,8505.0,True,services
TXNHSN0356,2025-05-08,8471,HSN,83500,18,15030.0,True,goods
TXNSAC0357,2025-05-08,9983,SAC,90500,18,16290.0,True,services
TXNHSN0358,2025-05-08,9403,HSN,26750,18,4815.0,True,goods
TXNSAC0359,2025-05-08,9965,SAC,1890,5,94.5,False,services
TXNSAC0360,2025-05-08,9985,SAC,31800,18,5724.0,True,services
TXNHSN0361,2025-05-09,3004,HSN,890,12,106.8,False,goods
TXNSAC0362,2025-05-09,9973,SAC,43800,18,7884.0,True,services
TXNSAC0363,2025-05-09,9983,SAC,74800,18,13464.0,True,services
TXNHSN0364,2025-05-09,2106,HSN,5750,5,287.5,False,goods
TXNSAC0365,2025-05-09,9997,SAC,52500,18,9450.0,True,services
TXNHSN0366,2025-05-09,8471,HSN,69200,18,12456.0,True,goods
TXNSAC0367,2025-05-09,9983,SAC,63250,18,11385.0,True,services
TXNHSN0368,2025-05-09,9403,HSN,45200,18,8136.0,True,goods
TXNSAC0369,2025-05-09,9965,SAC,2100,5,105.0,False,services
TXNSAC0370,2025-05-09,9985,SAC,28750,18,5175.0,True,services
TXNHSN0371,2025-05-10,3004,HSN,1625,12,195.0,False,goods
TXNSAC0372,2025-05-10,9973,SAC,40250,18,7245.0,True,services
TXNSAC0373,2025-05-10,9983,SAC,55800,18,10044.0,True,services
TXNHSN0374,2025-05-10,2106,HSN,8150,5,407.5,False,goods
