transaction_id,transaction_date,hsn_sac_code,code_type,taxable_amount,gst_slab,gst_amount,itc_eligible,business_type
TXNSAC0042,2025-04-23,9973,SAC,41250,18,7425.00,true,services
TXNSAC0043,2025-04-24,9983,SAC,66500,18,11970.00,true,services
TXNHSN0044,2025-04-24,2106,HSN,4890,5,244.50,false,goods
TXNSAC0045,2025-04-25,9997,SAC,50500,18,9090.00,true,services
TXNHSN0046,2025-04-25,8471,HSN,57800,18,10404.00,true,goods
TXNSAC0047,2025-04-26,9983,SAC,72800,18,13104.00,true,services
TXNHSN0048,2025-04-26,9403,HSN,31250,18,5625.00,true,goods
TXNSAC0049,2025-04-27,9965,SAC,1675,5,83.75,false,services
TXNSAC0050,2025-04-27,9985,SAC,29400,18,5292.00,true,services
TXNHSN0051,2025-04-28,3004,HSN,1475,12,177.00,false,goods
TXNSAC0052,2025-04-28,9973,SAC,38250,18,6885.00,true,services
TXNSAC0053,2025-04-29,9983,SAC,51200,18,9216.00,true,services
TXNHSN0054,2025-04-29,2106,HSN,9250,5,462.50,false,goods
TXNSAC0055,2025-04-30,9997,SAC,47250,18,8505.00,true,services
TXNHSN0056,2025-04-30,8471,HSN,83500,18,15030.00,true,goods
TXNSAC0057,2025-05-01,9983,SAC,90500,18,16290.00,true,services
TXNHSN0058,2025-05-01,9403,HSN,26750,18,4815.00,true,goods
TXNSAC0059,2025-05-02,9965,SAC,1890,5,94.50,false,services
TXNSAC0060,2025-05-02,9985,SAC,31800,18,5724.00,true,services
TXNHSN0061,2025-05-03,3004,HSN,890,12,106.80,false,goods
TXNSAC0062,2025-05-03,9973,SAC,43800,18,7884.00,true,services
TXNSAC0063,2025-05-04,9983,SAC,74800,18,13464.00,true,services
TXNHSN0064,2025-05-04,2106,HSN,5750,5,287.50,false,goods
TXNSAC0065,2025-05-05,9997,SAC,52500,18,9450.00,true,services
TXNHSN0066,2025-05-05,8471,HSN,69200,18,12456.00,true,goods
TXNSAC0067,2025-05-06,9983,SAC,63250,18,11385.00,true,services
TXNHSN0068,2025-05-06,9403,HSN,45200,18,8136.00,true,goods
TXNSAC0069,2025-05-07,9965,SAC,2100,5,105.00,false,services
TXNSAC0070,2025-05-07,9985,SAC,28750,18,5175.00,true,services
TXNHSN0071,2025-05-08,3004,HSN,1625,12,195.00,false,goods
TXNSAC0072,2025-05-08,9973,SAC,40250,18,7245.00,true,services
TXNSAC0073,2025-05-09,9983,SAC,55800,18,10044.00,true,services
TXNHSN0074,2025-05-09,2106,HSN,8150,5,407.50,false,goods
TXNSAC0075,2025-05-10,9997,SAC,61500,18,11070.00,true,services
TXNHSN0076,2025-05-10,8471,HSN,51200,18,9216.00,true,goods
TXNSAC0077,2025-05-11,9983,SAC,97800,18,17604.00,true,services
TXNHSN0078,2025-05-11,9403,HSN,33500,18,6030.00,true,goods
TXNSAC0079,2025-05-12,9965,SAC,1750,5,87.50,false,services
TXNSAC0080,2025-05-12,9985,SAC,24500,18,4410.00,true,services
TXNHSN0081,2025-05-13,3004,HSN,1320,12,158.40,false,goods
TXNSAC0082,2025-05-13,9973,SAC,37250,18,6705.00,true,services
TXNSAC0083,2025-05-14,9983,SAC,82500,18,14850.00,true,services
TXNHSN0084,2025-05-14,2106,HSN,6980,5,349.00,false,goods
TXNSAC0085,2025-05-15,9997,SAC,48750,18,8775.00,true,services
TXNHSN0086,2025-05-15,8471,HSN,74500,18,13410.00,true,goods
TXNSAC0087,2025-05-16,9983,SAC,66800,18,12024.00,true,services
TXNHSN0088,2025-05-16,9403,HSN,29800,18,5364.00,true,goods
TXNSAC0089,2025-05-17,9965,SAC,1600,5,80.00,false,services
TXNSAC0090,2025-05-17,9985,SAC,31250,18,5625.00,true,services
TXNHSN0091,2025-05-18,3004,HSN,1050,12,126.00,false,goods
TXNSAC0092,2025-05-18,9973,SAC,42800,18,7704.00,true,services
TXNSAC0093,2025-05-19,9983,SAC,59250,18,10665.00,true,services
TXNHSN0094,2025-05-19,2106,HSN,9320,5,466.00,false,goods
TXNSAC0095,2025-05-20,9997,SAC,53250,18,9585.00,true,services
TXNHSN0096,2025-05-20,8471,HSN,48600,18,8748.00,true,goods
TXNSAC0097,2025-05-21,9983,SAC,71250,18,12825.00,true,services
TXNHSN0098,2025-05-21,9403,HSN,36250,18,6525.00,true,goods
TXNSAC0099,2025-05-22,9965,SAC,1850,5,92.50,false,services
TXNSAC0100,2025-05-22,9985,SAC,26800,18,4824.00,true,services
TXNHSN0101,2025-05-23,3004,HSN,1180,12,141.60,false,goods
TXNSAC0102,2025-05-23,9973,SAC,39250,18,7065.00,true,services
TXNSAC0103,2025-05-24,9983,SAC,84500,18,15210.00,true,services
TXNHSN0104,2025-05-24,2106,HSN,7560,5,378.00,false,goods
TXNSAC0105,2025-05-25,9997,SAC,56250,18,10125.00,true,services
TXNHSN0106,2025-05-25,8471,HSN,65800,18,11844.00,true,goods
TXNSAC0107,2025-05-26,9983,SAC,93500,18,16830.00,true,services
TXNHSN0108,2025-05-26,9403,HSN,28800,18,5184.00,true,goods
TXNSAC0109,2025-05-27,9965,SAC,1725,5,86.25,false,services
TXNSAC0110,2025-05-27,9985,SAC,24150,18,4347.00,true,services
TXNHSN0111,2025-05-28,3004,HSN,990,12,118.80,false,goods
TXNSAC0112,2025-05-28,9973,SAC,41800,18,7524.00,true,services
TXNSAC0113,2025-05-29,9983,SAC,62500,18,11250.00,true,services
TXNHSN0114,2025-05-29,2106,HSN,8420,5,421.00,false,goods
TXNSAC0115,2025-05-30,9997,SAC,49250,18,8865.00,true,services
TXNHSN0116,2025-05-30,8471,HSN,70250,18,12645.00,true,goods
TXNSAC0117,2025-06-01,9983,SAC,78500,18,14130.00,true,services
TXNHSN0118,2025-06-01,9403,HSN,31500,18,5670.00,true,goods
TXNSAC0119,2025-06-02,9965,SAC,2050,5,102.50,false,services
TXNSAC0120,2025-06-02,9985,SAC,25900,18,4662.00,true,services
TXNHSN0121,2025-06-03,3004,HSN,1125,12,135.00,false,goods
TXNSAC0122,2025-06-03,9973,SAC,44250,18,7965.00,true,services
TXNSAC0123,2025-06-04,9983,SAC,69800,18,12564.00,true,services
TXNHSN0124,2025-06-04,2106,HSN,9150,5,457.50,false,goods
TXNSAC0125,2025-06-05,9997,SAC,53800,18,9684.00,true,services
TXNHSN0126,2025-06-05,8471,HSN,61250,18,11025.00,true,goods
TXNSAC0127,2025-06-06,9983,SAC,86250,18,15525.00,true,services
TXNHSN0128,2025-06-06,9403,HSN,34250,18,6165.00,true,goods
TXNSAC0129,2025-06-07,9965,SAC,1925,5,96.25,false,services
TXNSAC0130,2025-06-07,9985,SAC,27400,18,4932.00,true,services
TXNHSN0131,2025-06-08,3004,HSN,1020,12,122.40,false,goods
TXNSAC0132,2025-06-08,9973,SAC,46800,18,8424.00,true,services
TXNSAC0133,2025-06-09,9983,SAC,59250,18,10665.00,true,services
TXNHSN0134,2025-06-09,2106,HSN,7350,5,367.50,false,goods
TXNSAC0135,2025-06-10,9997,SAC,55250,18,9945.00,true,services
TXNHSN0136,2025-06-10,8471,HSN,73800,18,13284.00,true,goods
TXNSAC0137,2025-06-11,9983,SAC,92500,18,16650.00,true,services
TXNHSN0138,2025-06-11,9403,HSN,29850,18,5373.00,true,goods
TXNSAC0139,2025-06-12,9965,SAC,1800,5,90.00,false,services
TXNSAC0140,2025-06-12,9985,SAC,26250,18,4725.00,true,services
TXNHSN0141,2025-06-13,3004,HSN,950,12,114.00,false,goods
TXNSAC0142,2025-06-13,9973,SAC,43250,18,7785.00,true,services
TXNSAC0143,2025-06-14,9983,SAC,64500,18,11610.00,true,services
TXNHSN0144,2025-06-14,2106,HSN,8650,5,432.50,false,goods
TXNSAC0145,2025-06-15,9997,SAC,57800,18,10404.00,true,services
TXNHSN0146,2025-06-15,8471,HSN,68250,18,12285.00,true,goods
TXNSAC0147,2025-06-16,9983,SAC,73500,18,13230.00,true,services
TXNHSN0148,2025-06-16,9403,HSN,32500,18,5850.00,true,goods
TXNSAC0149,2025-06-17,9965,SAC,2100,5,105.00,false,services
TXNSAC0150,2025-06-17,9985,SAC,28850,18,5193.00,true,services
TXNHSN0151,2025-06-18,3004,HSN,1190,12,142.80,false,goods
TXNSAC0152,2025-06-18,9973,SAC,45600,18,8208.00,true,services
TXNSAC0153,2025-06-19,9983,SAC,81250,18,14625.00,true,services
TXNHSN0154,2025-06-19,2106,HSN,9250,5,462.50,false,goods
TXNSAC0155,2025-06-20,9997,SAC,49250,18,8865.00,true,services
TXNHSN0156,2025-06-20,8471,HSN,72500,18,13050.00,true,goods
TXNSAC0157,2025-06-21,9983,SAC,69800,18,12564.00,true,services
TXNHSN0158,2025-06-21,9403,HSN,35250,18,6345.00,true,goods
TXNSAC0159,2025-06-22,9965,SAC,1775,5,88.75,false,services
TXNSAC0160,2025-06-22,9985,SAC,25350,18,4563.00,true,services
TXNHSN0161,2025-06-23,3004,HSN,980,12,117.60,false,goods
TXNSAC0162,2025-06-23,9973,SAC,41850,18,7533.00,true,services
TXNSAC0163,2025-06-24,9983,SAC,73500,18,13230.00,true,services
TXNHSN0164,2025-06-24,2106,HSN,8125,5,406.25,false,goods
TXNSAC0165,2025-06-25,9997,SAC,56800,18,10224.00,true,services
TXNHSN0166,2025-06-25,8471,HSN,64250,18,11565.00,true,goods
TXNSAC0167,2025-06-26,9983,SAC,87250,18,15705.00,true,services
TXNHSN0168,2025-06-26,9403,HSN,33800,18,6084.00,true,goods
TXNSAC0169,2025-06-27,9965,SAC,1950,5,97.50,false,services
TXNSAC0170,2025-06-27,9985,SAC,27250,18,4905.00,true,services
TXNHSN0171,2025-06-28,3004,HSN,1150,12,138.00,false,goods
TXNSAC0172,2025-06-28,9973,SAC,46250,18,8325.00,true,services
TXNSAC0173,2025-06-29,9983,SAC,60500,18,10890.00,true,services
TXNHSN0174,2025-06-29,2106,HSN,8950,5,447.50,false,goods
TXNSAC0175,2025-06-30,9997,SAC,54800,18,9864.00,true,services
TXNHSN0176,2025-06-30,8471,HSN,71250,18,12825.00,true,goods
TXNSAC0177,2025-07-01,9983,SAC,92500,18,16650.00,true,services
TXNHSN0178,2025-07-01,9403,HSN,36250,18,6525.00,true,goods
TXNSAC0179,2025-07-02,9965,SAC,1825,5,91.25,false,services
TXNSAC0180,2025-07-02,9985,SAC,28600,18,5148.00,true,services
TXNHSN0181,2025-07-03,3004,HSN,1080,12,129.60,false,goods
TXNSAC0182,2025-07-03,9973,SAC,43250,18,7785.00,true,services
TXNSAC0183,2025-07-04,9983,SAC,78500,18,14130.00,true,services
TXNHSN0184,2025-07-04,2106,HSN,7725,5,386.25,false,goods
TXNSAC0185,2025-07-05,9997,SAC,52250,18,9405.00,true,services
TXNHSN0186,2025-07-05,8471,HSN,66800,18,12024.00,true,goods
TXNSAC0187,2025-07-06,9983,SAC,84250,18,15165.00,true,services
TXNHSN0188,2025-07-06,9403,HSN,31800,18,5724.00,true,goods
TXNSAC0189,2025-07-07,9965,SAC,1900,5,95.00,false,services
TXNSAC0190,2025-07-07,9985,SAC,26400,18,4752.00,true,services
TXNHSN0191,2025-07-08,3004,HSN,995,12,119.40,false,goods
TXNSAC0192,2025-07-08,9973,SAC,44800,18,8064.00,true,services
TXNSAC0193,2025-07-09,9983,SAC,61250,18,11025.00,true,services
TXNHSN0194,2025-07-09,2106,HSN,8560,5,428.00,false,goods
TXNSAC0195,2025-07-10,9997,SAC,57500,18,10350.00,true,services
TXNHSN0196,2025-07-10,8471,HSN,69250,18,12465.00,true,goods
TXNSAC0197,2025-07-11,9983,SAC,75250,18,13545.00,true,services
TXNHSN0198,2025-07-11,9403,HSN,33500,18,6030.00,true,goods
TXNSAC0199,2025-07-12,9965,SAC,2050,5,102.50,false,services
TXNSAC0200,2025-07-12,9985,SAC,27950,18,5031.00,true,services
TXNHSN0201,2025-07-13,3004,HSN,1240,12,148.80,false,goods
TXNSAC0202,2025-07-13,9973,SAC,47250,18,8505.00,true,services
TXNSAC0203,2025-07-14,9983,SAC,69800,18,12564.00,true,services
TXNHSN0204,2025-07-14,2106,HSN,9325,5,466.25,false,goods
TXNSAC0205,2025-07-15,9997,SAC,59250,18,10665.00,true,services
TXNHSN0206,2025-07-15,8471,HSN,72500,18,13050.00,true,goods
TXNSAC0207,2025-07-16,9983,SAC,86500,18,15570.00,true,services
TXNHSN0208,2025-07-16,9403,HSN,34250,18,6165.00,true,goods
TXNSAC0209,2025-07-17,9965,SAC,2150,5,107.50,false,services
TXNSAC0210,2025-07-17,9985,SAC,28650,18,5157.00,true,services
TXNHSN0211,2025-07-18,3004,HSN,980,12,117.60,false,goods
TXNSAC0212,2025-07-18,9973,SAC,48800,18,8784.00,true,services
TXNSAC0213,2025-07-19,9983,SAC,63250,18,11385.00,true,services
TXNHSN0214,2025-07-19,2106,HSN,8725,5,436.25,false,goods
TXNSAC0215,2025-07-20,9997,SAC,61500,18,11070.00,true,services
TXNHSN0216,2025-07-20,8471,HSN,74250,18,13365.00,true,goods
TXNSAC0217,2025-07-21,9983,SAC,91800,18,16524.00,true,services
TXNHSN0218,2025-07-21,9403,HSN,36500,18,6570.00,true,goods
TXNSAC0219,2025-07-22,9965,SAC,2250,5,112.50,false,services
TXNSAC0220,2025-07-22,9985,SAC,29500,18,5310.00,true,services
TXNHSN0221,2025-07-23,3004,HSN,1015,12,121.80,false,goods
TXNSAC0222,2025-07-23,9973,SAC,46250,18,8325.00,true,services
TXNSAC0223,2025-07-24,9983,SAC,65250,18,11745.00,true,services
TXNHSN0224,2025-07-24,2106,HSN,8960,5,448.00,false,goods
TXNSAC0225,2025-07-25,9997,SAC,53850,18,9693.00,true,services
TXNHSN0226,2025-07-25,8471,HSN,66500,18,11970.00,true,goods
TXNSAC0227,2025-07-26,9983,SAC,73800,18,13284.00,true,services
TXNHSN0228,2025-07-26,9403,HSN,32950,18,5931.00,true,goods
TXNSAC0229,2025-07-27,9965,SAC,1950,5,97.50,false,services
TXNSAC0230,2025-07-27,9985,SAC,28350,18,5103.00,true,services
TXNHSN0231,2025-07-28,3004,HSN,1060,12,127.20,false,goods
TXNSAC0232,2025-07-28,9973,SAC,47850,18,8613.00,true,services
TXNSAC0233,2025-07-29,9983,SAC,68250,18,12285.00,true,services
TXNHSN0234,2025-07-29,2106,HSN,9225,5,461.25,false,goods
TXNSAC0235,2025-07-30,9997,SAC,59850,18,10773.00,true,services
TXNHSN0236,2025-07-30,8471,HSN,71500,18,12870.00,true,goods
TXNSAC0237,2025-08-01,9983,SAC,89500,18,16110.00,true,services
TXNHSN0238,2025-08-01,9403,HSN,34500,18,6210.00,true,goods
TXNSAC0239,2025-08-02,9965,SAC,2100,5,105.00,false,services
TXNSAC0240,2025-08-02,9985,SAC,27650,18,4977.00,true,services
TXNHSN0241,2025-08-03,3004,HSN,1120,12,134.40,false,goods
TXNSAC0242,2025-08-03,9973,SAC,48650,18,8757.00,true,services
TXNSAC0243,2025-08-04,9983,SAC,64250,18,11565.00,true,services
TXNHSN0244,2025-08-04,2106,HSN,9050,5,452.50,false,goods
TXNSAC0245,2025-08-05,9997,SAC,58250,18,10485.00,true,services
TXNHSN0246,2025-08-05,8471,HSN,69500,18,12510.00,true,goods
TXNSAC0247,2025-08-06,9983,SAC,75800,18,13644.00,true,services
TXNHSN0248,2025-08-06,9403,HSN,33250,18,5985.00,true,goods
TXNSAC0249,2025-08-07,9965,SAC,2200,5,110.00,false,services
TXNSAC0250,2025-08-07,9985,SAC,29150,18,5247.00,true,services
TXNHSN0251,2025-08-08,3004,HSN,980,12,117.60,false,goods
TXNSAC0252,2025-08-08,9973,SAC,47250,18,8505.00,true,services
TXNSAC0253,2025-08-09,9983,SAC,67250,18,12105.00,true,services
TXNHSN0254,2025-08-09,2106,HSN,9180,5,459.00,false,goods
TXNSAC0255,2025-08-10,9997,SAC,60500,18,10890.00,true,services
TXNHSN0256,2025-08-10,8471,HSN,73250,18,13185.00,true,goods
TXNSAC0257,2025-08-11,9983,SAC,88250,18,15885.00,true,services
TXNHSN0258,2025-08-11,9403,HSN,35250,18,6345.00,true,goods
TXNSAC0259,2025-08-12,9965,SAC,2300,5,115.00,false,services
TXNSAC0260,2025-08-12,9985,SAC,30500,18,5490.00,true,services
TXNHSN0261,2025-08-13,3004,HSN,1040,12,124.80,false,goods
TXNSAC0262,2025-08-13,9973,SAC,49850,18,8973.00,true,services
TXNSAC0263,2025-08-14,9983,SAC,69250,18,12465.00,true,services
TXNHSN0264,2025-08-14,2106,HSN,9425,5,471.25,false,goods
TXNSAC0265,2025-08-15,9997,SAC,61850,18,11133.00,true,services
TXNHSN0266,2025-08-15,8471,HSN,74800,18,13464.00,true,goods
TXNSAC0267,2025-08-16,9983,SAC,90250,18,16245.00,true,services
TXNHSN0268,2025-08-16,9403,HSN,36500,18,6570.00,true,goods
TXNSAC0269,2025-08-17,9965,SAC,2400,5,120.00,false,services
TXNSAC0270,2025-08-17,9985,SAC,31950,18,5751.00,true,services
TXNHSN0271,2025-08-18,3004,HSN,1105,12,132.60,false,goods
TXNSAC0272,2025-08-18,9973,SAC,51250,18,9225.00,true,services
TXNSAC0273,2025-08-19,9983,SAC,71500,18,12870.00,true,services
TXNHSN0274,2025-08-19,2106,HSN,9680,5,484.00,false,goods
TXNSAC0275,2025-08-20,9997,SAC,63250,18,11385.00,true,services
TXNHSN0276,2025-08-20,8471,HSN,76250,18,13725.00,true,goods
TXNSAC0277,2025-08-21,9983,SAC,92800,18,16704.00,true,services
TXNHSN0278,2025-08-21,9403,HSN,37850,18,6813.00,true,goods
TXNSAC0279,2025-08-22,9965,SAC,2525,5,126.25,false,services
TXNSAC0280,2025-08-22,9985,SAC,33450,18,6021.00,true,services
TXNHSN0281,2025-08-23,3004,HSN,1185,12,142.20,false,goods
TXNSAC0282,2025-08-23,9973,SAC,52850,18,9513.00,true,services
TXNSAC0283,2025-08-24,9983,SAC,73850,18,13293.00,true,services
TXNHSN0284,2025-08-24,2106,HSN,9850,5,492.50,false,goods
TXNSAC0285,2025-08-25,9997,SAC,64500,18,11610.00,true,services
TXNHSN0286,2025-08-25,8471,HSN,77800,18,14004.00,true,goods
TXNSAC0287,2025-08-26,9983,SAC,94850,18,17073.00,true,services
TXNHSN0288,2025-08-26,9403,HSN,39250,18,7065.00,true,goods
TXNSAC0289,2025-08-27,9965,SAC,2650,5,132.50,false,services
TXNSAC0290,2025-08-27,9985,SAC,34900,18,6282.00,true,services
TXNHSN0291,2025-08-28,3004,HSN,1220,12,146.40,false,goods
TXNSAC0292,2025-08-28,9973,SAC,54500,18,9810.00,true,services
TXNSAC0293,2025-08-29,9983,SAC,76250,18,13725.00,true,services
TXNHSN0294,2025-08-29,2106,HSN,10050,5,502.50,false,goods
TXNSAC0295,2025-08-30,9997,SAC,66250,18,11925.00,true,services
TXNHSN0296,2025-08-30,8471,HSN,79500,18,14310.00,true,goods
TXNSAC0297,2025-09-01,9983,SAC,96500,18,17370.00,true,services
TXNHSN0298,2025-09-01,9403,HSN,40500,18,7290.00,true,goods
TXNSAC0299,2025-09-02,9965,SAC,2780,5,139.00,false,services
TXNSAC0300,2025-09-02,9985,SAC,36500,18,6570.00,true,services
