transaction_id,transaction_date,amount,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly
TXN0000038,03-04-2024,3462.58,INR,AUTO-DEBIT Pvt Ltd TAXINV/2404/038 Q1 - exp,GOVT FEES Pvt Ltd,False,exempt,FALSE,Exempt Services,0
TXN0000039,03-04-2024,6437.96,INR,RTGS Office Depot INV/2404/039 GST - exp,Office Depot,True,12%,TRUE,Office Supplies,0
TXN0000040,03-04-2024,14437.47,INR,/ UPI UPG.rad TAXINV/2404/040 FY24 - exp,UPG.rad,True,18%,unknown,Training,0
TXN0000041,03-04-2024,9817.83,INR,PI KSEB Pvt Ltd BILL/2404/041 RENT - exp- ref 2204,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0
TXN0000042,03-04-2024,29378.31,INR,NEFT INFY INV/2404/042 Q1 - exp,INFY,True,18%,TRUE,IT Services,0
TXN0000043,03-04-2024,31827.96,INR,card sim.plilearn taxinv/2404/043 tds - exp ref 1111,SIM.plilearn,True,18%,unknown,Training,0
TXN0000044,03-04-2024,4910.73,INR,auto-debit swiggy inv/2404/044 subs - exp,SWIGGY,True,5%,FALSE,Meals,0
TXN0000045,03-04-2024,41773.49,INR,*NEFT INF.y BILL/2404/045 Q1 - exp,INF.y,True,18%,TRUE,IT Services,0
TXN0000046,03-04-2024,46271.02,INR,IMPS AxFIS Pvt Ltd BILL/2404/046 Q2 - exp# ref 4930,AWFIS Pvt Ltd,True,18%,TRUE,Rent,0
TXN0000047,03-04-2024,19149.73,INR,imps simplilearn inda pvt ltd taxinv/2404/047 fy25 - exp,SIMPLILEARN INDIA PVT LTD,True,18%,unknown,Training,0
TXN0000048,03-04-2024,18026.58,INR,#neft hcl bill/2404/048 tds - exp,HCL,True,18%,TRUE,IT Services,0
TXN0000049,03-04-2024,93935.93,INR,-neft wework inv/2404/049 tds - rent exp,WEWORK,True,18%,TRUE,Rent,0
TXN0000050,03-04-2024,7743.88,INR,AUTO-DEBIT Figma BILL/2404/050 Q2 - gxp! ref 2705,Figma,True,18%,TRUE,Software,0
TXN0000051,03-04-2024,124916.34,INR,#NEFT INDIQUBE BILL/2404/051 ADV - exp! ref 3798,INDIQUBE,True,18%,TRUE,Rent,0
TXN0000052,04-04-2024,24330.84,INR,!UPI WIPRO Pvt Ltd RCPT/2404/052 RENT - exp,WIPRO Pvt Ltd,True,18%,TRUE,IT Services,0
TXN0000053,04-04-2024,9405.88,INR,CARD Staples TAXINV/2404/053 FY25 - exp,Staples,True,12%,TRUE,Office Supplies,0
TXN0000054,04-04-2024,34518.11,INR,RTGS WIPRO INDIA PVT LTD TAXINV/2404/054 Q2 - exp ref 4864,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0
TXN0000055,04-04-2024,16910.15,INR,Airtel,Airtel,True,18%,TRUE,Utilities,0
TXN0000056,04-04-2024,4390.51,INR,OFFICE DEPOT charges,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0
TXN0000057,04-04-2024,9451.72,INR,Adobe charges,Adobe,True,18%,TRUE,Software,0
TXN0000058,04-04-2024,2638.66,INR,*rtgs dominos bill/2404/058 q2 - meals exp,Dominos,True,5%,FALSE,Meals,0
TXN0000059,04-04-2024,3702.68,INR,RTGS Ikea INV/2404/059 SUBS - exp,Ikea,True,12%,TRUE,Office Supplies,0
TXN0000060,04-04-2024,7664.31,INR,*card ikea bill/2404/060 subs - office supplies exp,IKEA,True,12%,TRUE,Office Supplies,0
TXN0000061,04-04-2024,7775.13,INR,#upi uber bill/2404/061 rent - exp# ref 9363,Uber,True,5%,FALSE,Travel,0
TXN0000062,05-04-2024,107840.91,INR,-upi wework inv/2404/062 gst - exp,WEWORK,True,18%,TRUE,Rent,0
TXN0000063,05-04-2024,193030.77,INR,!NEFT WEWORK INDIA PVT LTD TAXINV/2404/063 - exp,WEWORK INDIA PVT LTD,True,18%,TRUE,Rent,0
TXN0000064,05-04-2024,11218.4,INR,AIRTEL,AIRTEL,True,18%,TRUE,Utilities,0
TXN0000065,05-04-2024,15864.68,INR,!RTGS Jiofiber TAXINV/2404/065 hY25 - exp* ref 3648,Jiofiber,True,18%,TRUE,Utilities,0
TXN0000066,05-04-2024,16300.56,INR,IMPS KSEB INV/2404/066 ADV - exp / ref 3871,KSEB,True,18%,TRUE,Utilities,0
TXN0000067,05-04-2024,12998.94,INR,#UPI JIOFIBER INV/2404/067 FY25 - utilities exp,JIOFIBER,True,18%,TRUE,Utilities,0
TXN0000068,05-04-2024,6117.18,INR,#rtgs adobe bill/2404/068 rent - exp,ADOBE,True,18%,TRUE,Software,0
TXN0000069,05-04-2024,2373.34,INR,upi kfc pvt ltd taxinv/2404/069 q2 - exp ref 6802,KFC Pvt Ltd,True,5%,FALSE,Meals,0
TXN0000070,05-04-2024,4454.17,INR,-ipms ikea taxinv/2404/070 gst - exp,IKEA,True,12%,TRUE,Office Supplies,0
TXN0000071,05-04-2024,24048.61,INR,-IMPS WIPRO TAXINV/2404/071 ADV - exp* ref 6538,WIPRO,True,18%,TRUE,IT Services,0
TXN0000072,05-04-2024,3531.59,INR,imps kfc taxinv/2404/072 adv - exp,Kfc,True,5%,FALSE,Meals,0
TXN0000073,05-04-2024,121548.99,INR,RTGS Wework INV/2404/073 SUBS - exp! ref 1684,Wework,True,18%,TRUE,Rent,0
TXN0000074,05-04-2024,3665.41,INR,RTGS SWIGGY Pvt Ltd TAXINV/2404/074 TDS - exp* ref 7576,SWIGGY Pvt Ltd,True,5%,FALSE,Meals,0
TXN0000075,06-04-2024,2827.46,INR,/ UPI Pvt Ltd RCPT/2404/075 RENT - exp,GOVT FEES Pvt Ltd,False,exempt,FALSE,Exempt Services,0
TXN0000076,06-04-2024,10496.31,INR,*UPI AIRTEL BILL/2404/076 RENT - ex,AIRTEL,True,18%,TRUE,Utilities,0
TXN0000077,06-04-2024,26117.49,INR,-AUTO-DEBIT Wipro TAXINV/2404/077 FY24 - it services exp# ref 4774,Wipro,True,18%,TRUE,IT Services,0
TXN0000078,06-04-2024,8871.59,INR,BESCOM charges,BESCOM,True,18%,TRUE,Utilities,0
TXN0000079,06-04-2024,6271.78,INR, ,Ola,True,5%,FALSE,Travel,0
TXN0000080,06-04-2024,33335.96,INR,-RTGS HCL INV/2404/080 FY25 - exp,HCL,True,18%,TRUE,IT Services,0
TXN0000081,06-04-2024,19224.04,INR,JIOFIBER INDIA PVT LTD,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0
TXN0000082,06-04-2024,58349.0,INR,/ IMPS AWFIS INDIA PVT LTD RCPT/2404/082 ADV - exp,AWFIS INDIA PVT LTD,True,18%,TRUE,Rent,0
TXN0000083,06-04-2024,36769.9,INR,*UPI WIPRO TAXINV/2404/083 FY24 - exp,WIPRO,True,18%,TRUE,IT Services,0
TXN0000084,06-04-2024,24259.24,INR,neft bescom rcpt/2404/084 q1 - exp,Bescom,True,18%,TRUE,Utilities,0
TXN0000085,06-04-2024,3837.74,INR,*neft rapido inv/2404/085 fy25 - travel exp,Rapido,True,5%,FALSE,Travel,0
TXN0000086,06-04-2024,8944.03,INR,UPI JIOFIBER TAXINV/2404/086 Q1 - exp,JIOFIBER,True,18%,TRUE,Utilities,0
TXN0000087,06-04-2024,10575.53,INR,IMPS Figma TAXINV/2404/87 Q2 - exp* ref 6961,Figma,True,18%,TRUE,Software,0
TXN0000088,06-04-2024,110570.32,INR,*AUTO-DEBIT AWFIS BILL/2404/088 GST - exp / ref 1947,AWFIS,True,18%,TRUE,Rent,0
TXN0000089,06-04-2024,25585.09,INR,UPI UPG.rad RCPT/2404/089 Q2 - exp# ref 7070,UPG.rad,True,5%,unknown,Training,1
TXN0000090,06-04-2024,12571.6,INR,RTGS JIOFIBER oNDIA PVT LTD RCPT/2404/090 Q1 - exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0
TXN0000091,06-04-2024,15170.73,INR,!neft jiofiber india pvt ltd rcpt/2404/091 q1 - exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0
TXN0000092,06-04-2024,3689.99,INR,auto-debit off.ice depot bill/2404/092 fy24 - exp,OFF.ice depot,True,12%,TRUE,Office Supplies,0
TXN0000093,06-04-2024,60770.42,INR,neft techm inv/2404/093 gst - it services exp,Techm,True,18%,TRUE,IT Services,0
TXN0000094,06-04-2024,28370.92,INR,*rtgs wipro india pvt ltd bill/2404/094 fy25 - exp,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0
TXN0000095,06-04-2024,43206.66,INR,-neft wipro bill/2404/095 q1 - exp# ref 2398,WIPRO,True,18%,TRUE,IT Services,0
TXN0000096,06-04-2024,77182.46,INR,RTGS IND.iqube INV/2404/096 Q1 - exp,IND.iqube,True,18%,TRUE,Rent,0
TXN0000097,06-04-2024,1632.99,INR,KFC charges,KFC,True,5%,FALSE,Meals,0
TXN0000098,07-04-2024,13218.4,INR,na,AIR.tel,True,18%,TRUE,Utilities,0
TXN0000099,07-04-2024,2238.6,INR,imps zomato inv/2404/099 q2 - mealsexp,Zomato,True,5%,FALSE,Meals,0
TXN0000100,07-04-2024,6991.04,INR,auto-debit rap.ido inv/24o4/100 fy24 - travel exp,RAP.ido,True,5%,FALSE,Travel,0
TXN0000101,07-04-2024,4874.47,INR,/ CARD RAPIDO INDIA PVT LTD INV/2404/101 TDS - exp,RAPIDO INDIA PVT LTD,True,5%,FALSE,Travel,0
TXN0000102,07-04-2024,7618.89,INR,*AUTO-DEBIT JIOFIBER INV/2404/102 FY24 - utilities exp* ref 6886,JIOFIBER,True,18%,TRUE,Utilities,0
TXN0000103,07-04-2024,13855.84,INR,Airtel,Airtel,True,18%,TRUE,Utilities,0
TXN0000104,07-04-2024,3076.87,INR,*CARD OFFICE DEPOT TAXINV/2404/104 RENT - office supples exp! ref 5890,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0
TXN0000105,07-04-2024,92368.79,INR,#NEFT WEWORK BILL/2404/105 SUBS - exp# ref 8005,WEWORK,True,18%,TRUE,Rent,0
TXN0000106,07-04-2024,2549.32,INR,AUTO-DEBIT ZOMATO Pvt Ltd INV/2404/106 TDS - exp,ZOMATO Pvt Ltd,True,5%,FALSE,Meals,0
TXN0000107,07-04-2024,24817.23,INR,WIP.ro,WIP.ro,True,18%,TRUE,IT Services,0
TXN0000108,07-04-2024,15524.87,INR,CARD BESCOM TAXINV/2404/108 Q2 - utilities exp,BESCOM,True,18%,TRUE,Utilities,0
TXN0000109,07-04-2024,31353.71,INR,CARD TEC.hm TAXINV/2404/109 FY25 - it services exp- ref 8706,TEC.hm,True,18%,TRUE,IT Services,0
TXN0000110,07-04-2024,7017.05,INR,AUTO-DEBIT CANVA Pvt Ltd INV/2404/110 FY24 - exl,CANVA Pvt Ltd,True,18%,TRUE,Software,0
TXN0000111,07-04-2024,5332.14,INR,CARD IKEA INDIA PVT LTD BILL/2404/111 GST - exp,IKEA INDIA PVT LTD,True,12%,TRUE,Office Supplies,0
TXN0000112,07-04-2024,10439.01,INR,auto-debit airtel rcpt/2404/112 q1 - exp,AIRTEL,True,18%,TRUE,Utilities,0
TXN0000113,07-04-2024,20780.21,INR,CARD WIPRO TAXIN/V2404/113 ADV - exp,WIPRO,True,18%,TRUE,IT Services,0
TXN0000114,07-04-2024,9076.3,INR,-,CANVA INDIA PVT LTD,True,18%,TRUE,Software,0
TXN0000115,07-04-2024,23322.51,INR,#RTGS COURSERA Pvt Ltd TAXINV/2404/115 FY24 - training exp! ref 5374,COURSERA Pvt Ltd,True,18%,unknown,Training,0
TXN0000116,07-04-2024,4798.99,INR,upi indigo indiapvt ltd taxinv/2404/116 q2 - exp,INDIGO INDIA PVT LTD,True,5%,FALSE,Travel,0
TXN0000117,07-04-2024,11893.3,INR,auto-debit kseb pvt ltd taxinv/2404/117 q2 - exp- ref 4957,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0
TXN0000118,08-04-2024,74973.55,INR,#NEFT INDIQUBE INDIA PVT LTD INV/2404/118 Q1 - exp / ref 3403,INDIQUBE INDIA PVT LTD,True,18%,TRUE,Rent,0
TXN0000119,08-04-2024,5418.14,INR,ENFT KFC RCPT/2404/119 FY24 - meals exp,KFC,True,5%,FALSE,Meals,0
TXN0000120,08-04-2024,39864.18,INR,CARD TCS RCPT/2404120 GST - it services exp,TCS,True,18%,TRUE,IT Services,0
TXN0000121,08-04-2024,9351.03,INR,/ CARD Canva RCPT/2404/121 RENT - exp,Canva,True,18%,TRUE,Software,0
TXN0000122,08-04-2024,3820.01,INR,NEFT ZOMATO RCPT/2404/122 FY25 - exp,ZOMATO,True,exempt,FALSE,Meals,1
TXN0000123,08-04-2024,41453.33,INR,#upi hcl india pvt ltd inv/2404/123 fy25 - it services exp* ref 7180,HCL INDIA PVT LTD,True,18%,TRUE,IT Services,0
TXN0000124,08-04-2024,80702.39,INR,IMPS AWFIS Pvt Ltd TAXINV/2404/124 GST - exp,AWFIS Pvt Ltd,True,18%,TRUE,Rent,0
TXN0000125,08-04-2024,2786.24,INR,CARD Dominos INV/2404125 Q1 - exp,Dominos,True,5%,FALSE,Meals,0
TXN0000126,08-04-2024,10921.61,INR,CAN.va charges,CAN.va,True,18%,TRUE,Software,0
TXN0000127,08-04-2024,3914.49,INR,RTGS RAPIDO RCPT/2404/127 FY25 - exp / ref 2d49,RAPIDO,True,5%,FALSE,Travel,0
TXN0000128,08-04-2024,3273.11,INR,*rtgsd ominos inv/2404/128 rent - exp,Dominos,True,5%,FALSE,Meals,0
TXN0000129,08-04-2024,12949.74,INR,neft airtel taxinv/2404/12d fy25 - exp* ref 4901,AIRTEL,True,18%,TRUE,Utilities,0
TXN0000130,08-04-2024,16153.15,INR,neft kseb india pvt ltd inv/4204/130 subs - utilities exp,KSEB INDIA PVT LTD,True,18%,TRUE,Utilities,0
TXN0000131,09-04-2024,3068.55,INR,#NEFT KFC RCPT/2404/131 GST - exp,KFC,True,5%,FALSE,Meals,0
TXN0000132,09-04-2024,9719.94,INR,CARD KSEB Pvt Ltd BILL/2404c132 RENT - utilities exp- ref 9976,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0
TXN0000133,09-04-2024,12704.75,INR,na,KSEB Pvt Ltd,True,18%,TRUE,Utilities,0
TXN0000134,09-04-2024,3438.16,INR,RTGS RCPT/2404/134 TDS - exp,Stamp Duty,False,exempt,FALSE,Exempt Services,0
TXN0000135,09-04-2024,101821.55,INR,IMPS AWF.is INV/2404/135 ADV - exp,AWF.is,True,18%,TRUE,Rent,0
TXN0000136,09-04-2024,3906.68,INR,auto-debit microsoft taxinv/2404/136 fy24 - exp ref 7526,MICROSOFT,True,18%,TRUE,Software,0
TXN0000137,09-04-2024,5944.44,INR,imps indigo pvt ltd rcpt/2404/137 tds - exp,INDIGO Pvt Ltd,True,5%,FALSE,Travel,0
TXN0000138,09-04-2024,10294.98,INR,*NEFT Bescom RCPT/2404/138 FY25 - exp,Bescom,True,18%,TRUE,Utilities,0
TXN0000139,09-04-2024,5155.76,INR,#RTGS OLA BILL/2404/19 TDS - exp,OLA,True,5%,FALSE,Travel,0
TXN0000140,09-04-2024,40743.84,INR,-AUTO-DEBIT TECHM RCPT/2404/140 ADV - exp,TECHM,True,18%,TRUE,IT Services,0
TXN0000141,09-04-2024,10576.06,INR,AUTO-DEBIT JIOFIBER INDIA PVT LTD INV/2404/141 GST - exp,JIOFIBER INDIA PVT LTD,True,18%,TRUE,Utilities,0
TXN0000142,09-04-2024,4588.98,INR,NEFT RAPIDO TAXINV/2404/142 TDS - exp,RAPIDO,True,5%,FALSE,Travel,0
TXN0000143,09-04-2024,9111.89,INR,IMPS Kseb RCPT/2404/143 RENT - exp,Kseb,True,18%,TRUE,Utilities,0
TXN0000144,09-04-2024,3361.41,INR,!CARD Govt Fees INV/2404/144 TDS - exempt services exp,Govt Fees,False,exempt,FALSE,Exempt Services,0
TXN0000145,10-04-2024,36499.54,INR,-rtgs tec.hm inv/2404/145 subs - exp,TEC.hm,True,18%,TRUE,IT Services,0
TXN0000146,10-04-2024,31741.89,INR,RTGS WIPRO INDIA PVT LTD RCPT/2404/146 Q1 - exp ref 4110,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0
TXN0000147,10-04-2024,6013.92,INR,INDIGO charges,INDIGO,True,5%,FALSE,Travel,0
TXN0000148,10-04-2024,25558.36,INR,-RTGS WIPRO INDIA PVT LTD BILL/2404/148 FY25 - exp,WIPRO INDIA PVT LTD,True,18%,TRUE,IT Services,0
TXN0000149,10-04-2024,5608.74,INR,STAPLES Pvt Ltd charges,STAPLES Pvt Ltd,True,12%,TRUE,Office Supplies,0
TXN0000150,10-04-2024,12228.84,INR,na,JIOFIBER,True,18%,TRUE,Utilities,0
TXN0000151,10-04-2024,25424.5,INR,rtgs hcl bill/2404/151 q 1- exp,HCL,True,18%,TRUE,IT Services,0
TXN0000152,10-04-2024,5590.78,INR,/ AUTO-DEBIT STAPLES INDIA PVT LTD RCPT/2404/152 ADV - exp,STAPLES INDIA PVT LTD,True,12%,TRUE,Office Supplies,0
TXN0000153,10-04-2024,22607.3,INR,card ra pvt ltd taxinv/2404/153 tds - exp,COURSERA Pvt Ltd,True,18%,unknown,Training,0
TXN0000154,10-04-2024,4559.74,INR,CARD OLA INDIA PVT LTD RCPT/2404/154 Q2 - exp,OLA INDIA PVT LTD,True,5%,FALSE,Travel,0
TXN0000155,10-04-2024,86315.43,INR,!card indiqube bill/2404/155 q2 - exp- ref 9916,INDIQUBE,True,18%,TRUE,Rent,0
TXN0000156,10-04-2024,7505.03,INR,n/a,Adobe,True,18%,TRUE,Software,0
TXN0000157,10-04-2024,5261.55,INR,Staples charges,Staples,True,12%,TRUE,Office Supplies,0
TXN0000158,11-04-2024,4770.22,INR,-AUTO-DEBIT Staples BILL/2404/158 RENT - exp,Staples,True,12%,TRUE,Office Supplies,0
TXN0000159,11-04-2024,87560.78,INR,RTGS WEW.ork RCPT/2404/159 ADV - exp,WEW.ork,True,18%,TRUE,Rent,0
TXN0000160,11-04-2024,5334.09,INR,upi rapido bill/2404/160 rent - travel exp,RAPIDO,True,5%,FALSE,Travel,0
TXN0000161,11-04-2024,4152.7,INR,-PI OLA Pvt Ltd RCPT/2404/161 ADV - exp ref 9114,OLA Pvt Ltd,True,5%,FALSE,Travel,0
TXN0000162,11-04-2024,4661.06,INR,autod-ebit staples pvt ltd taxinv/2404/162 q2 - exp,STAPLES Pvt Ltd,True,12%,TRUE,Office Supplies,0
TXN0000163,11-04-2024,12692.4,INR, / imps bes.com taxinv/2404/163 adv - utilities exp,BES.com,True,18%,TRUE,Utilities,0
TXN0000164,11-04-2024,2216.92,INR,-IMPS Dominos TAXINV/2404/164 Q1 - exp,Dominos,True,5%,FALSE,Meals,0
TXN0000165,11-04-2024,125462.83,INR,WEW.ork,WEW.ork,True,18%,TRUE,Rent,0
TXN0000166,11-04-2024,2856.46,INR,#RTGS Pvt Ltd RCPT/2404/166 FY24 - exp# ref 7766,GOVT FEES Pvt Ltd,False,exempt,FALSE,Exempt Services,0
TXN0000167,11-04-2024,4211.84,INR,*IMPS FIGMA INDIA PVT LTD BILL/2404/167 TDS - exp* ref 2813,FIGMA INDIA PVT LTD,True,18%,TRUE,Software,0
TXN0000168,11-04-2024,5642.68,INR,#CARD OFFICE DEPOT INV/2404/168 SUBS - office supplies exp,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0
TXN0000169,12-04-2024,43328.87,INR,-imps inf.y inv/2404/169 subs - it services exp /  ref 8542,INF.y,True,18%,TRUE,IT Services,0
TXN0000170,12-04-2024,32281.43,INR,UPI TECHM Pvt Ltd BILL/2404/170 Q2 - it servics exp,TECHM Pvt Ltd,True,18%,TRUE,IT Services,0
TXN0000171,12-04-2024,6228.12,INR,auto-debit microsoft invd2404/171 q1 - exp,Microsoft,True,18%,TRUE,Software,0
TXN0000172,12-04-2024,30545.66,INR,*RTGS WIPRO Pvt Ltd RCPT/2404/172 FY24 - exp- ref 9340,WIPRO Pvt Ltd,True,18%,TRUE,IT Services,0
TXN0000173,12-04-2024,76576.96,INR,upi awfis india pvt ltd inv/2404/13 subs - rent exp,AWFIS INDIA PVT LTD,True,18%,TRUE,Rent,0
TXN0000174,12-04-2024,3912.89,INR,AUTO-DEBIT IND.igo BILL/2404/174 FY25 - exp,IND.igo,True,5%,FALSE,Travel,0
TXN0000175,12-04-2024,4778.75,INR,*RTGS OFFICE DEPOT INV/2404/175 RENT - exp,OFFICE DEPOT,True,12%,TRUE,Office Supplies,0
TXN0000176,12-04-2024,5875.1,INR,-,OFFICE DEPOT INDIA PVT LTD,True,12%,TRUE,Office Supplies,0
TXN0000177,12-04-2024,30882.31,INR,card techm pvt ltd taxinv/2404/177 tds - it services exp,TECHM Pvt Ltd,True,18%,TRUE,IT Services,0
TXN0000178,13-04-2024,30731.04,INR,*RTGS WIPRO RCPT/2404/178 Q2 - exp# ref 8654,WIPRO,True,18%,TRUE,IT Services,0
TXN0000179,13-04-2024,2815.27,INR,#CARD DOMINOS Pvt Ltd RCPT/2404/179 Q1 - exp* ref 5568,DOMINOS Pvt Ltd,True,5%,FALSE,Meals,0
TXN0000180,13-04-2024,29253.02,INR,*upi tcs rcpt/2404/180 gst - it services exp,Tcs,True,18%,TRUE,IT Services,0
TXN0000181,13-04-2024,3392.95,INR,/ AUTO-DEBIT DOMINOS INDIA PVT LTD INV/2404/181 Q1 - exp / ref 7586,DOMINOS INDIA PVT LTD,True,5%,FALSE,Meals,0
TXN0000182,13-04-2024,15120.62,INR,card cou.rsera bill/2404/182 fy25 - exp,COU.rsera,True,18%,unknown,Training,0
TXN0000183,13-04-2024,27297.37,INR,TCS charges,TCS,True,18%,TRUE,IT Services,0
TXN0000184,13-04-2024,17223.92,INR,AUTO-DEBIT BES.com TAXINV/2404/184 GST - exp! ref 7398,BES.com,True,18%,TRUE,Utilities,0
TXN0000185,13-04-2024,76948.38,INR,neft indiqube taxinv/2404/185 - exp,INDIQUBE,True,18%,TRUE,Rent,0
TXN0000186,13-04-2024,20842.66,INR,HCL INDIA PVT LTD,HCL INDIA PVT LTD,True,18%,TRUE,IT Services,0
