transaction_id,transaction_date,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly,amount,dow
TXN0000136,09-04-2024,INR,-,MICROSOFT,TRUE,18%,TRUE,Software,0,4222.60232,1
TXN0000137,09-04-2024,INR,debit txn,INDIGO Pvt Ltd,TRUE,5%,FALSE,Travel,0,5128.632342,1
TXN0000138,09-04-2024,INR,-,Bescom,TRUE,exempt,TRUE,Utilities,0,14943.08654,1
TXN0000139,09-04-2024,INR,OLA,OLA,TRUE,exempt,TRUE,Travel,0,7113.486657,1
TXN0000140,09-04-2024,INR,-AUTO-DEBIT TECHM RCPT/2404/140 ADV - exp,TECHM,TRUE,18%,TRUE,IT Services,0,37138.00901,1
TXN0000141,09-04-2024,INR,AUTO-DEBIT JIOFIBER INDIA PVT LTD INV/2404/141 GST - exp,JIOFIBER INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0,8398.895011,1
TXN0000142,09-04-2024,INR,NEFT RAPIDO TAXINV/2404/142 TDS - exp,RAPIDO,TRUE,5%,FALSE,Travel,0,4738.368455,1
TXN0000143,09-04-2024,INR,monthly charges,Kseb,TRUE,18%,TRUE,Utilities,0,11998.76146,1
TXN0000144,09-04-2024,INR,bill paid,Govt Fees,FALSE,exempt,FALSE,Exempt Services,0,3641.049881,1
TXN0000145,10-04-2024,INR,-rtgs tec.hm inv/2404/145 subs - exp,TEC.hm,TRUE,18%,TRUE,IT Services,0,54051.37781,2
TXN0000146,10-04-2024,INR,debit txn,WIPRO INDIA PVT LTD,TRUE,5%,FALSE,IT Services,0,39076.61423,2
TXN0000147,10-04-2024,INR,INDIGO chgs,INDIGO,TRUE,18%,unknown,Travel,0,8709.888415,2
TXN0000148,10-04-2024,INR,service fees,WIPRO INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,46055.57552,2
TXN0000149,10-04-2024,INR,bill paid,STAPLES Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0,6854.484039,2
TXN0000150,10-04-2024,INR,bill paid,JIOFIBER,TRUE,18%,TRUE,Utilities,0,16467.05038,2
TXN0000151,10-04-2024,INR,*card office depot inv/2501/927 fy25 - exp,HCL,TRUE,18%,TRUE,IT Services,0,35149.12603,2
TXN0000152,10-04-2024,INR,/ AUTO-DEBIT STAPLES INDIA PVT eTD RCPT/2404/152 AD V- exp,STAPLES INDIA PVT LTD,TRUE,5%,TRUE,Office Supplies,0,7783.543964,2
TXN0000153,10-04-2024,INR,card ra pvt ltd taxinv/2404/153 tds - exp,COURSERA Pvt Ltd,TRUE,12%,TRUE,Training,0,19015.8165,2
TXN0000154,10-04-2024,INR,CARD OLA INDIA PVT LTD RCPT/2404/154 Q2 - exp,OLA INDIA PVT LTD,TRUE,5%,FALSE,Travel,0,3146.301247,2
TXN0000155,10-04-2024,INR,debit txn,INDIQUBE,TRUE,18%,TRUE,Rent,0,83606.17008,2
TXN0000156,10-04-2024,INR,auto debit,Adobe,TRUE,18%,TRUE,Software,0,10166.17289,2
TXN0000157,10-04-2024,INR,Staples,Staples,TRUE,12%,TRUE,Office Supplies,0,7787.111121,2
TXN0000158,11-04-2024,INR,auto debit,Staples,TRUE,12%,TRUE,Office Supplies,0,5378.56982,3
TXN0000159,11-04-2024,INR,RTG SWEW.ork RCPT/2404/159 ADV - exp,WEW.ork,TRUE,exempt,FALSE,Rent,0,153021.9793,3
TXN0000160,11-04-2024,INR,upi rapido bill/2404/160 rent - travel exp,RAPIDO,TRUE,5%,FALSE,Travel,0,6686.110102,3
TXN0000161,11-04-2024,INR,auto debit,OLA Pvt Ltd,TRUE,exempt,unknown,Travel,0,5425.92903,3
TXN0000162,11-04-2024,INR,auto-debit staples pvt ltd taxinv/2404/62 2 - exp,STAPLES Pvt Ltd,TRUE,exempt,FALSE,Office Supplies,0,5765.552897,3
TXN0000163,11-04-2024,INR,BES.com chgs,BES.com,TRUE,18%,TRUE,Utilities,0,17052.98454,3
TXN0000164,11-04-2024,INR,-IMPS Dominos TAXINV/24041/64 Q1 - exp,Dominos,TRUE,5%,FALSE,Meals,0,3389.568866,3
TXN0000165,11-04-2024,INR,debit txn,WEW.ork,TRUE,12%,TRUE,Rent,0,190243.9773,3
TXN0000166,11-04-2024,INR,pymt processed,GOVT FEES Pvt Ltd,FALSE,18%,FALSE,Exempt Services,0,2879.347512,3
TXN0000167,11-04-2024,INR,CARD AIRTEL INDIA VT LT DBILL/2407/557 RENT - exp,FIGMA INDIA PVT LTD,TRUE,18%,TRUE,Software,0,7561.056113,3
TXN0000168,11-04-2024,INR,debit txn,OFFICE DEPOT,TRUE,12%,TRUE,Office Supplies,0,5327.346735,3
TXN0000169,12-04-2024,INR,-imps inf.y inv/2404/169 subs - exp / ref 8542,INF.y,TRUE,exempt,FALSE,IT Services,0,44187.07425,4
TXN0000170,12-04-2024,INR,pymt processed,TECHM Pvt Ltd,TRUE,18%,TRUE,IT Services,0,30066.95155,4
TXN0000171,12-04-2024,INR,auto-debit microsoft inv/2404/171 q1 - exp,Microsoft,TRUE,12%,TRUE,Software,0,4594.808489,4
TXN0000172,12-04-2024,INR,monthly charges,WIPRO Pvt Ltd,TRUE,18%,TRUE,IT Services,0,29972.00802,4
TXN0000173,12-04-2024,INR,upi awfis idnia pvt ltd inv/2404/173 subs - ep,AWFIS INDIA PVT LTD,TRUE,18%,TRUE,Rent,0,62394.64333,4
TXN0000174,12-04-2024,INR,debit txn,IND.igo,TRUE,28%,unknown,Travel,0,3984.209506,4
TXN0000175,12-04-2024,INR,bill paid,OFFICE DEPOT,TRUE,28%,unknown,Office Supplies,0,5260.311759,4
TXN0000176,12-04-2024,INR,-,OFFICE DEPOT INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0,8037.033059,4
TXN0000177,12-04-2024,INR,debit txn,TECHM Pvt Ltd,TRUE,12%,unknown,IT Services,0,33255.49368,4
TXN0000178,13-04-2024,INR,service fees,WIPRO,TRUE,exempt,FALSE,IT Services,0,15621.08544,5
TXN0000179,13-04-2024,INR,#CARD DOMINOS Pt td RCPT/2404/179 Q1 - exp* ref 5568,DOMINOS Pvt Ltd,TRUE,5%,FALSE,Meals,0,1523.784674,5
TXN0000180,13-04-2024,INR,*upi tcs rcpt/2404/180 gst - exp,Tcs,TRUE,28%,FALSE,IT Services,0,18166.02935,5
TXN0000181,13-04-2024,INR,/ AUTO-DEIT DOMINOS INDyA PVT LTD INV/2404/w81 Q1 - exp / ref 7586,DOMINOS INDIA PVT LTD,TRUE,12%,FALSE,Meals,0,2083.336188,5
TXN0000182,13-04-2024,INR,card cou.rsea bill/2404/182 fy25 - exp,COU.rsera,TRUE,28%,TRUE,Training,0,12382.8562,5
TXN0000183,13-04-2024,INR,monthly charges,TCS,TRUE,18%,TRUE,IT Services,0,22091.84178,5
TXN0000184,13-04-2024,INR,hUTO-DEBI BES.com TAXINV/2404/184 GST - exp! ref 7398,BES.com,TRUE,12%,TRUE,Utilities,0,9407.009448,5
TXN0000185,13-04-2024,INR,bill paid,INDIQUBE,TRUE,exempt,unknown,Rent,0,39836.45956,5
TXN0000186,13-04-2024,INR,HCL INDIA PVT LTD chgs,HCL INDIA PVT LTD,TRUE,exempt,TRUE,IT Services,0,4511.223043,5
TXN0000187,14-04-2024,INR,rtgs ra bill/2404/187 fy24 - exh,Coursera,TRUE,exempt,TRUE,Training,1,9769.114206,6
TXN0000188,14-04-2024,INR,UPI ADOBE INDIA PVT LTD INV/2405/772 FY24 - exp,Simplilearn,TRUE,18%,unknown,Training,0,7222.553894,6
TXN0000189,14-04-2024,INR,neft bescom bill/2404/189 adv - exl- ref9 553,BESCOM,TRUE,28%,TRUE,Utilities,0,4374.549652,6
TXN0000190,14-04-2024,INR,NEFT DOMINOS Pvt Ltd RCPT/2404/190 GST - exp,DOMINOS Pvt Ltd,TRUE,5%,FALSE,Meals,0,1982.81346,6
TXN0000191,14-04-2024,INR,pymt processed,INDIGO INDIA PVT LTD,TRUE,12%,TRUE,Travel,0,2867.475446,6
TXN0000192,14-04-2024,INR,#NEFT Indiqube TAXINV/2503/642 FY24 - exp* ref 3565,FIG.ma,TRUE,18%,TRUE,Software,0,2440.354846,6
TXN0000193,14-04-2024,INR,#RTGS HCL INV/2404/193 FY24 - exp / ref 8035,HCL,TRUE,28%,TRUE,IT Services,0,30880.50997,6
TXN0000194,14-04-2024,INR,IMPS KSEB Pvt Ltd INV/2404/194 GST - exp re 8958,KSEB Pvt Ltd,TRUE,exempt,unknown,Utilities,0,7173.29871,6
